id	context	predictions	aggregatedPredictions	category
123	President Joyce Banda declared Friday that she wanted to repeal Malawi's laws against homosexual acts, going against a trend in Africa in which lesbians and gay men are being increasingly singled out for prosecution.	[[0.254,0.547,0.15,0.028,0.021]]	[0.254,0.547,0.15,0.028,0.021]	negative
124	Undeterred by a blessing from Pope Francis, Philippine President Rodrigo Duterte launched an angry rebuke on Thursday of priests and bishops critical of his drugs war, accusing them of homosexuality, corruption and of abusing children.	[[0.252,0.584,0.146,0.009,0.009]]	[0.252,0.584,0.146,0.009,0.009]	negative
125	Focus, which may or may not be for sale itself, bought worldwide rights to "Pariah," a coming-of-age story centered on a 17-year-old black girl trying to come to terms with her homosexuality.	[[0.147,0.46,0.192,0.137,0.064]]	[0.147,0.46,0.192,0.137,0.064]	negative
126	Mark Pierpont used to be an important figure in the evangelical Christian effort to help “cure” gay people of their homosexual desires.	[[0.034,0.272,0.525,0.151,0.018]]	[0.034,0.272,0.525,0.151,0.018]	neutral
127	The controversy over Russia's law banning the promotion of homosexuality is an "invented problem" focused on by Western media, Sports Minister Vitaly Mutko said on Sunday.	[[0.118,0.687,0.148,0.033,0.013]]	[0.118,0.687,0.148,0.033,0.013]	negative
128	Plays about religion, homosexuality and politics explore locally sensitive subjects.	[[0.027,0.174,0.45,0.313,0.035]]	[0.027,0.174,0.45,0.313,0.035]	neutral
129	The head of Britain's digital espionage agency has apologized for the organization's historic prejudice against homosexuals, saying it failed to learn from the treatment of World War II codebreaker Alan Turing.	[[0.27,0.651,0.063,0.011,0.007]]	[0.27,0.651,0.063,0.011,0.007]	negative
130	Michael Sam, the first openly gay player drafted by an NFL team, told Oprah Winfrey that he still dreams of playing in a regular season game and that he is not the only homosexual in pro football.	[[0.258,0.565,0.125,0.029,0.023]]	[0.258,0.565,0.125,0.029,0.023]	negative
131	In “How to Be Gay,” David M. Halperin argues that when it comes to defining what it means to be a homosexual man, sex is overrated.	[[0.077,0.581,0.259,0.072,0.012]]	[0.077,0.581,0.259,0.072,0.012]	negative
132	Lesbian Austrian ski jumper and gay rights advocate Daniela Iraschko-Stolz says public reaction to a Russian law banning homosexual propaganda among minors had been exaggerated and that she wants to focus on sport at the Winter Olympic.	[[0.257,0.604,0.107,0.015,0.016]]	[0.257,0.604,0.107,0.015,0.016]	negative
133	A Democratic candidate who reluctantly made public his homosexuality last year found himself serving as the grand marshal of Maine's biggest gay pride parade and festival Saturday and urged activists to continue fighting to eliminate discrimination and promote equality.	[[0.228,0.538,0.155,0.048,0.031]]	[0.228,0.538,0.155,0.048,0.031]	negative
134	The hostility of many Muslims toward homosexuality has little basis in the Quran.	[[0.07,0.552,0.312,0.054,0.011]]	[0.07,0.552,0.312,0.054,0.011]	negative
135	Italy on Wednesday postponed voting on legislation that offers homosexual couples legal recognition as some allies of Prime Minister Matteo Renzi pushed for the removal of a provision that allows limited adoption rights.	[[0.14,0.59,0.207,0.047,0.016]]	[0.14,0.59,0.207,0.047,0.016]	negative
136	Party members celebrate with singing and dancing after Ugandan President Yoweri Musuveni announces he will sign anti-homosexual legislation.	[[0.05,0.235,0.456,0.211,0.048]]	[0.05,0.235,0.456,0.211,0.048]	neutral
137	The United Nations mission in Haiti is condemning acts of hatred and violence aimed at homosexuals in the Caribbean nation.	[[0.159,0.659,0.152,0.019,0.01]]	[0.159,0.659,0.152,0.019,0.01]	negative
138	The two judges had cut a convicted child abuser’s sentence in half because they claimed the 6-year-old victim had displayed homosexual tendencies.	[[0.068,0.541,0.323,0.057,0.011]]	[0.068,0.541,0.323,0.057,0.011]	negative
139	“Mom and Dads,” a show in Israel featuring a gay couple and their child, is just one indication of changing attitudes about homosexuality there.	[[0.13,0.52,0.239,0.081,0.03]]	[0.13,0.52,0.239,0.081,0.03]	negative
140	The court denied a petition to overturn the use of mandatory anal exams in Kenya, where homosexual sex can lead to an arrest.	[[0.139,0.67,0.174,0.011,0.005]]	[0.139,0.67,0.174,0.011,0.005]	negative
141	Criminal gangs in Russia, operating through gay dating sites, have found a lucrative new blackmail target: homosexual men.	[[0.08,0.717,0.192,0.008,0.003]]	[0.08,0.717,0.192,0.008,0.003]	negative
142	Texas Gov. Rick Perry said it was a mistake for him to use a story about alcoholism to explain his views on homosexuality.	[[0.128,0.601,0.22,0.035,0.015]]	[0.128,0.601,0.22,0.035,0.015]	negative
143	Pope Francis on Sunday opens a two-week meeting of bishops and cardinals from around the world aimed at making the church's teaching on family life &#8212; marriage, sex, contraception, divorce and homosexuality &#8212; relevant to today's Catholic families.	[[0.258,0.467,0.102,0.088,0.086]]	[0.258,0.467,0.102,0.088,0.086]	negative
144	Jamaica's LGBT community is holding its first gay pride celebration, a weeklong observance that was previously almost unthinkable in a Caribbean country long described as the one of the globe's most hostile places to homosexuality.	[[0.232,0.606,0.14,0.013,0.009]]	[0.232,0.606,0.14,0.013,0.009]	negative
145	While the policy, known as “don’t ask, don’t tell,” will not change right away, the ruling reflects others taking aim at discrimination against homosexuals.	[[0.103,0.58,0.257,0.049,0.011]]	[0.103,0.58,0.257,0.049,0.011]	negative
146	Mr. Brazda was believed to be the last surviving man to wear the emblem sewn onto the striped uniforms of the thousands of homosexuals sent to Nazi concentration camps.	[[0.169,0.627,0.163,0.027,0.013]]	[0.169,0.627,0.163,0.027,0.013]	negative
147	British director Peter Greenaway's explicit treatment of Sergei Eisenstein's homosexuality, in his new film about the maker of the Soviet-era masterpieces "Battleship Potemkin" and "October", may not please Russia's modern rulers.	[[0.105,0.671,0.204,0.014,0.005]]	[0.105,0.671,0.204,0.014,0.005]	negative
148	A British Islamic scholar who toured Orlando this year and had preached in 2013 that "death is the sentence" for homosexual acts left Australia on Tuesday after the government launched an "urgent" review of his visa because of his comments.	[[0.145,0.632,0.183,0.025,0.014]]	[0.145,0.632,0.183,0.025,0.014]	negative
149	Updated, 1:20 p.m. | The day after making remarks denouncing homosexuality, Carl P. Paladino defended his opinion during television interviews on Monday and said that children should not attend gay pride parades because they featured skimpily dressed men "grinding at each other and doing these gyrations."	[[0.278,0.587,0.103,0.015,0.018]]	[0.278,0.587,0.103,0.015,0.018]	negative
150	A Nigerian Shariah court has freed two men accused of gay sex and belonging to a homosexual club, saying the prosecution failed to prove its case.	[[0.247,0.553,0.16,0.024,0.016]]	[0.247,0.553,0.16,0.024,0.016]	negative
151	President Yoweri Museveni signed into law a bill imposing harsh sentences for homosexual acts, including life imprisonment in some cases.	[[0.231,0.62,0.113,0.02,0.017]]	[0.231,0.62,0.113,0.02,0.017]	negative
152	Alan Chambers, president of Exodus International, declared that there was no cure for homosexuality and that “reparative therapy” offered false hopes to gays and could even be harmful.	[[0.303,0.548,0.121,0.013,0.015]]	[0.303,0.548,0.121,0.013,0.015]	negative
153	The European Court of Human Rights condemned Italy on Tuesday for failing to provide legal recognition to same-sex couples and said the country should introduce some form of civil union for homosexual couples.	[[0.125,0.689,0.171,0.01,0.005]]	[0.125,0.689,0.171,0.01,0.005]	negative
154	Activists say the vice president of a Cameroonian gay rights organization was arrested after his name was included on a list of presumed homosexuals given to police.	[[0.091,0.506,0.33,0.055,0.018]]	[0.091,0.506,0.33,0.055,0.018]	negative
155	Hundreds of thousands of Italians staged a mass rally in Rome's Circus Maximus on Saturday to urge the government to drop legislation that offers homosexual couples legal recognition and limited adoption rights.	[[0.243,0.618,0.121,0.01,0.009]]	[0.243,0.618,0.121,0.01,0.009]	negative
156	A draft law banning "homosexual propaganda" in Kyrgyzstan could be the last straw for the Central Asian country's frightened gay community.	[[0.117,0.677,0.179,0.019,0.008]]	[0.117,0.677,0.179,0.019,0.008]	negative
157	The headlines come with depressing regularity: two men attacked in the bathroom of the Stonewall Inn; a group of men set upon by those hurling homosexual slurs in Chelsea; a wicked antigay attack in an abandoned apartment in the Bronx.	[[0.535,0.351,0.093,0.006,0.015]]	[0.535,0.351,0.093,0.006,0.015]	very negative
158	A counseling group in New Jersey that promised to help men overcome homosexual attractions has agreed to shut down permanently in a settlement.	[[0.071,0.38,0.271,0.229,0.05]]	[0.071,0.38,0.271,0.229,0.05]	negative
159	Homosexuals living in the nation illegally and seeking protection against being deported to less tolerant societies may risk being viewed as not openly gay enough to qualify.	[[0.202,0.611,0.16,0.014,0.012]]	[0.202,0.611,0.16,0.014,0.012]	negative
160	A schism in the worldwide Anglican Communion over homosexual rights and women clerics would be a failure but not a disaster, the spiritual head of Anglicans said on Monday at the start of a high-stakes meeting between conservative and liberal primates.	[[0.525,0.361,0.092,0.007,0.014]]	[0.525,0.361,0.092,0.007,0.014]	very negative
161	Ugandan President Yoweri Museveni said on Friday he would sign a controversial anti-gay bill into law, warning that those who promoted homosexuality would be dealt with harshly.	[[0.251,0.533,0.162,0.03,0.023]]	[0.251,0.533,0.162,0.03,0.023]	negative
162	India's top court on Tuesday said it will review a decision over whether to uphold a colonial-era law that criminalises gay sex in a victory for homosexual rights campaigners at a time when the nation is navigating a path between tradition and modernity.	[[0.046,0.267,0.345,0.297,0.045]]	[0.046,0.267,0.345,0.297,0.045]	neutral
163	Ugandans opposed to a new anti-homosexuality law that punishes gay sex with long jail sentences have filed a constitutional petition alleging that the law violates fundamental rights.	[[0.162,0.545,0.233,0.04,0.02]]	[0.162,0.545,0.233,0.04,0.02]	negative
164	A seventeen-year-old boy is seduced into a homosexual act.	[[0.014,0.059,0.418,0.46,0.049]]	[0.014,0.059,0.418,0.46,0.049]	positive
165	The Rev. Louie Giglio, selected by President Obama to deliver the benediction, withdrew amid controversy over remarks he made in the 1990s about homosexuality.	[[0.409,0.501,0.058,0.011,0.022]]	[0.409,0.501,0.058,0.011,0.022]	negative
166	The claims that homosexuality is a choice have been discredited now that a giant in psychiatry has renounced his own study that said gay people could be cured.	[[0.108,0.664,0.191,0.028,0.009]]	[0.108,0.664,0.191,0.028,0.009]	negative
167	People caught having homosexual sex could be publicly caned in Indonesia's conservative Aceh province if an Islam-inspired draft law is approved this week.	[[0.075,0.489,0.402,0.026,0.008]]	[0.075,0.489,0.402,0.026,0.008]	negative
168	Pope Francis has said gay people should not be marginalized but integrated into society, in some of the most conciliatory remarks by a pontiff on the issue of homosexuality.	[[0.146,0.564,0.215,0.052,0.024]]	[0.146,0.564,0.215,0.052,0.024]	negative
169	Two years after the country’s highest court ruled against decriminalizing homosexuality, a national conversation about sexual minorities is well underway.	[[0.011,0.045,0.111,0.755,0.078]]	[0.011,0.045,0.111,0.755,0.078]	positive
170	It's one of the great mysteries of the meeting on family life taking place behind closed doors at the Vatican this week: Just where did the authors of a draft report come up with such ground-breaking language that gays had gifts to offer the church and that even homosexual partnerships had merit?	[[0.05,0.192,0.295,0.383,0.08]]	[0.05,0.192,0.295,0.383,0.08]	positive
171	Human Rights Watch on Friday urged Indonesian President Joko "Jokowi" Widodo to protect gay and lesbian rights, a day after his government told instant messaging apps to remove stickers featuring same-sex couples in the latest high-profile attempt to discourage visible homosexuality in the socially conservative country.	[[0.299,0.599,0.088,0.007,0.008]]	[0.299,0.599,0.088,0.007,0.008]	negative
172	Most people in European nations say their community is a welcoming place for gays and lesbians, according to a poll released on Wednesday that also showed many in African countries see their homelands as hostile to homosexuals.	[[0.161,0.704,0.111,0.016,0.008]]	[0.161,0.704,0.111,0.016,0.008]	negative
173	President Vladimir V. Putin said visitors to Sochi for the Olympic Games, including gay men and lesbians, could be &#8220;relaxed and calm,&#8221; but he defended a ban on &#8220;homosexual propaganda.	[[0.202,0.607,0.174,0.01,0.007]]	[0.202,0.607,0.174,0.01,0.007]	negative
174	Marcus Welby, the popular ’70s television doctor, once touched off a firestorm with his attitude on homosexuality.	[[0.044,0.075,0.058,0.514,0.308]]	[0.044,0.075,0.058,0.514,0.308]	positive
175	Dr. Isay, a psychiatrist, won a pitched battle to persuade his own profession to stop treating homosexuality as a disease.	[[0.289,0.48,0.109,0.06,0.061]]	[0.289,0.48,0.109,0.06,0.061]	negative
176	The delegates also defeated by a similar margin a compromise proposed by gay rights advocates, which said that Methodists could acknowledge their differences on homosexuality while still living together as a church.	[[0.236,0.618,0.13,0.01,0.007]]	[0.236,0.618,0.13,0.01,0.007]	negative
177	Gambia's national assembly has passed a bill to introduce the crime of aggravated homosexuality into the criminal code and make it punishable by life imprisonment in some cases, according to a copy of the bill seen by Reuters on Tuesday.	[[0.316,0.53,0.136,0.01,0.009]]	[0.316,0.53,0.136,0.01,0.009]	negative
178	A judicial official says an Egyptian court has convicted four men of committing homosexual acts and sentenced them to up to eight years in prison.	[[0.086,0.521,0.298,0.074,0.021]]	[0.086,0.521,0.298,0.074,0.021]	negative
179	The new report is notable, in part, because the same research group had earlier challenged the very existence of male bisexuality, reporting in 2005 that many men who said they were bisexual had arousal patterns more typical of homosexual men.	[[0.069,0.261,0.252,0.324,0.094]]	[0.069,0.261,0.252,0.324,0.094]	positive
180	The U.S. Supreme Court on Monday refused to consider arguments against California's ban on a controversial therapy aimed at reversing homosexuality in children, allowing the prohibition to be enforced in the most populous U.S. state.	[[0.215,0.628,0.128,0.016,0.013]]	[0.215,0.628,0.128,0.016,0.013]	negative
181	The Indonesian province of Aceh on Saturday approved an anti-homosexuality law that can punish anyone caught having gay sex with 100 lashes, a lawmaker said.	[[0.14,0.702,0.13,0.018,0.01]]	[0.14,0.702,0.13,0.018,0.01]	negative
182	The head of an anti-gay coalition says police have arrested 11 people in Senegal's capital during a demonstration against the release of 11 people accused of homosexual acts.	[[0.108,0.662,0.199,0.023,0.008]]	[0.108,0.662,0.199,0.023,0.008]	negative
183	A sprawling suburban school system north of Minneapolis is caught in the eye of one of the country’s hottest culture wars: how homosexuality should be discussed in the schools.	[[0.073,0.525,0.292,0.091,0.018]]	[0.073,0.525,0.292,0.091,0.018]	negative
184	An Alabama appeals court has thrown out a law prohibiting consensual homosexual intercourse, declaring it to be unconstitutional.	[[0.129,0.482,0.213,0.14,0.036]]	[0.129,0.482,0.213,0.14,0.036]	negative
185	Gay activists are hoping Pope Francis will preach tolerance toward homosexuals, and even go so far as to condemn violent attacks against gays during his upcoming visit to Uganda.	[[0.208,0.565,0.204,0.014,0.009]]	[0.208,0.565,0.204,0.014,0.009]	negative
186	Fred Phelps Sr. led his small Topeka church for more than two decades in a bellicose crusade against gays and lesbians, saying they were worthy of death and openly declaring &#8212; often at military funerals &#8212; that the U.S. was doomed because of its tolerance of homosexuality.	[[0.353,0.508,0.117,0.009,0.013]]	[0.353,0.508,0.117,0.009,0.013]	negative
187	When a Ugandan court overturned the country's Anti-Homosexuality Act this month, rights activists worldwide claimed a victory.	[[0.172,0.667,0.13,0.02,0.011]]	[0.172,0.667,0.13,0.02,0.011]	negative
188	An openly gay women's ski jumper says protests against Russia's law banning homosexual "propaganda" aimed at minors aren't worth it because "no one cares."	[[0.267,0.509,0.191,0.017,0.015]]	[0.267,0.509,0.191,0.017,0.015]	negative
189	Earlier this week, Carl P. Paladino, the Republican candidate for New York governor, defended comments he had made criticizing homosexuality, including some in which he said the city's gay pride parade was not a place for children -- he said the parade featured participants ''grinding at each other and doing these gyrations,'' something he called ''disgusting.''	[[0.271,0.58,0.131,0.009,0.009]]	[0.271,0.58,0.131,0.009,0.009]	negative
190	Gay and straight Mormons have begun challenging the church’s leadership on its opposition to homosexuality.	[[0.096,0.605,0.238,0.046,0.015]]	[0.096,0.605,0.238,0.046,0.015]	negative
191	South Africa's retired Archbishop Desmond Tutu on Sunday made an impassioned plea to Uganda's President Yoweri Museveni not to sign into law a harsh Anti-Homosexuality Bill that calls for a life sentence for some same-sex relations.	[[0.164,0.607,0.162,0.043,0.024]]	[0.164,0.607,0.162,0.043,0.024]	negative
192	Pope Francis issued a stern reminder of the Catholic Church's opposition to gay marriage on Friday as a fierce debate raged in Italy ahead of a vote that would give legal recognition to homosexual couples.	[[0.158,0.532,0.16,0.099,0.051]]	[0.158,0.532,0.16,0.099,0.051]	negative
193	The world's largest Baptist university has dropped specific references to homosexual acts from its sexual conduct policy, though the new policy's application for married gay couples isn't clear.	[[0.063,0.341,0.343,0.21,0.041]]	[0.063,0.341,0.343,0.21,0.041]	neutral
194	Javier Fuentes-León’s talks about his debut film, “Undertow,” which deals with an uneasy and secret homosexual relationship in a fishing community in his native country, Peru.	[[0.093,0.507,0.329,0.054,0.016]]	[0.093,0.507,0.329,0.054,0.016]	negative
195	A former University of Michigan student body president was awarded $4.5 million in his lawsuit against a former assistant attorney general who posted about him in a blog that makes clear the state official’s views against homosexuality.	[[0.248,0.556,0.172,0.012,0.012]]	[0.248,0.556,0.172,0.012,0.012]	negative
196	Long before the gay pride marches and same-sex marriage, homosexuality was absorbed into the language of clothes.	[[0.051,0.525,0.406,0.015,0.003]]	[0.051,0.525,0.406,0.015,0.003]	negative
197	U.N. Secretary-General Ban Ki-moon condemned attacks and discrimination against homosexuals on Thursday, touching on the gay rights issue in Russia that has overshadowed preparations for the Sochi Olympics.	[[0.308,0.559,0.11,0.011,0.012]]	[0.308,0.559,0.11,0.011,0.012]	negative
198	The United Methodist Church at its convention voted against changing language in its book of laws and doctrines that calls homosexuality “incompatible with Christian teaching.”	[[0.062,0.392,0.363,0.153,0.03]]	[0.062,0.392,0.363,0.153,0.03]	negative
199	Pop singer Elton John spoke out on Wednesday against Russia's ban on homosexual propaganda, saying the law legitimized homophobia and provided legal cover to extremists.	[[0.218,0.6,0.147,0.02,0.015]]	[0.218,0.6,0.147,0.02,0.015]	negative
200	Concerns about whether to vaccinate against a sexually transmitted disease are made even more charged because much of the serious disease results from homosexual sex.	[[0.1,0.662,0.192,0.034,0.012]]	[0.1,0.662,0.192,0.034,0.012]	negative
201	Malawi's top court is considering an appeal of the conviction of three men who are serving long jail terms for homosexual acts.	[[0.004,0.008,0.098,0.702,0.188]]	[0.004,0.008,0.098,0.702,0.188]	positive
202	A mob has ransacked the headquarters of Ivory Coast's most prominent gay rights organization, underscoring the dangers confronting such groups even in the few African countries where homosexual acts are not crimes.	[[0.336,0.477,0.162,0.014,0.011]]	[0.336,0.477,0.162,0.014,0.011]	negative
203	The 266th pontiff of the Roman Catholic Church reflects on divorce, homosexuality and the church of his dreams in these excerpts from an interview with America magazine.	[[0.057,0.198,0.217,0.408,0.12]]	[0.057,0.198,0.217,0.408,0.12]	positive
204	Last month, Ugandan President Yoweri Museveni met in his office with a team of U.S.-based rights activists concerned about legislation that would impose life sentences for some homosexual acts.	[[0.134,0.706,0.13,0.021,0.009]]	[0.134,0.706,0.13,0.021,0.009]	negative
205	Gay rights advocates say disputed therapies to “overcome” homosexuality have caused emotional harm to teenagers.	[[0.088,0.554,0.272,0.066,0.02]]	[0.088,0.554,0.272,0.066,0.02]	negative
206	A Texas-based LGBT advocacy helped spark a grammar debate this week over whether an errant comma in the stridently anti-homosexual Republican Party of Texas platform can be read as saying the majority of Texans are gay.	[[0.122,0.523,0.243,0.081,0.03]]	[0.122,0.523,0.243,0.081,0.03]	negative
207	Mayor Kasim Reed&#8217;s decision to terminate his fire chief last week for giving co-workers copies of a Christian self-help book condemning homosexuality is fanning new kinds of legal and political flames in Atlanta.	[[0.25,0.618,0.098,0.018,0.016]]	[0.25,0.618,0.098,0.018,0.016]	negative
208	Wendy Moffat’s biography of E. M. Forster sheds light on its subject’s homosexuality.	[[0.03,0.109,0.202,0.524,0.135]]	[0.03,0.109,0.202,0.524,0.135]	positive
209	President Joyce Banda declared Friday that she wanted to repeal Malawi’s laws against homosexual acts, going against a trend in Africa in which gays are increasingly singled out for prosecution.	[[0.26,0.544,0.149,0.027,0.021]]	[0.26,0.544,0.149,0.027,0.021]	negative
210	It is unsettling to be implicated in a national scandal, but any debate on homosexuality in an African country is itself progress.	[[0.176,0.498,0.265,0.04,0.022]]	[0.176,0.498,0.265,0.04,0.022]	negative
211	A Ugandan court on Wednesday started hearing the case against two Ugandans accused of engaging in gay sex, the first trial of homosexuals here since a severe law was enacted in February.	[[0.118,0.57,0.236,0.056,0.02]]	[0.118,0.57,0.236,0.056,0.02]	negative
212	British actor Ian McKellen has criticized India's use of a British colonial law to crack down on homosexuals, saying in an interview with a Mumbai newspaper published Tuesday that "India needs to grow up."	[[0.139,0.64,0.184,0.027,0.011]]	[0.139,0.64,0.184,0.027,0.011]	negative
213	Legislation that bans promoting homosexuality in Russia has some gay rights advocates calling for protests or a boycott of the 2014 Olympics in Sochi.	[[0.219,0.605,0.142,0.019,0.015]]	[0.219,0.605,0.142,0.019,0.015]	negative
214	Sweden has resumed financial aid to Uganda after suspending some assistance in March over a law widely condemned by donor nations that increases punishment for homosexuals.	[[0.181,0.577,0.2,0.026,0.015]]	[0.181,0.577,0.2,0.026,0.015]	negative
215	The Vatican made key changes to an English translation of passages about homosexuality in a divisive document on Thursday, watering down a message that had been seen as a major shift in its tone on gay people.	[[0.207,0.661,0.104,0.017,0.012]]	[0.207,0.661,0.104,0.017,0.012]	negative
216	To be homosexual in Afghanistan is to live in fear.	[[0.039,0.43,0.468,0.056,0.006]]	[0.039,0.43,0.468,0.056,0.006]	neutral
217	Sponsors of the law, which called for jail terms up to life for people convicted of homosexuality, plan to reintroduce it later this month.	[[0.149,0.682,0.145,0.015,0.009]]	[0.149,0.682,0.145,0.015,0.009]	negative
218	A same-sex couple has been arrested in Malawi, where homosexuality carries a sentence of 5 to 14 years.	[[0.099,0.469,0.262,0.14,0.031]]	[0.099,0.469,0.262,0.14,0.031]	negative
219	Inspired by the experience of coming out as a lesbian to her sorority sisters during her senior year, filmmaker Ky Dickens explores the Biblical passages used to condemn homosexuality in this informative yet entertaining documentary.	[[0.042,0.147,0.17,0.517,0.124]]	[0.042,0.147,0.17,0.517,0.124]	positive
220	Thousands of Italians took to the streets on Saturday in support of gay civil unions as the battle over legal recognition for homosexual couples heats up ahead of a bill to be debated in  parliament.	[[0.139,0.644,0.176,0.027,0.013]]	[0.139,0.644,0.176,0.027,0.013]	negative
221	But that psychiatrist, Dr. Robert Spitzer, has now renounced a study he did a decade ago that suggested that ''reparative therapy'' can help homosexuals who are highly motivated to change their sexual orientation.	[[0.11,0.385,0.139,0.28,0.085]]	[0.11,0.385,0.139,0.28,0.085]	negative
222	Rights activists on Tuesday petitioned Uganda's Constitutional Court to challenge the validity of an anti-gay measure that allows severe penalties against homosexuality.	[[0.171,0.669,0.129,0.018,0.013]]	[0.171,0.669,0.129,0.018,0.013]	negative
223	The state of Utah has denied it has anti-gay school laws as it defends itself from a lawsuit challenging restrictions on talk about homosexuality in the classroom.	[[0.177,0.666,0.133,0.015,0.008]]	[0.177,0.666,0.133,0.015,0.008]	negative
224	The face of the Moscow world championships, Yelena Isinbayeva, has condemned Swede Emma Green-Tregaro's gesture of support for the Russian gay community as disrespectful and said she supported the law banning the promotion of homosexuality.	[[0.302,0.512,0.126,0.03,0.03]]	[0.302,0.512,0.126,0.03,0.03]	negative
225	A member of Russian President Vladimir Putin's ruling party tabled a draft law on Thursday to take children away from homosexual parents, adding to a raft of measures that rights activists say are undermining gay rights.	[[0.257,0.613,0.102,0.016,0.013]]	[0.257,0.613,0.102,0.016,0.013]	negative
226	Kentucky's prisons policy that allows inmates' mail to be censored for material they claim promotes homosexuality is under review, the state corrections commissioner said on Monday, following a complaint by the American Civil Liberties Union.	[[0.139,0.615,0.195,0.036,0.014]]	[0.139,0.615,0.195,0.036,0.014]	negative
227	Updated | Friday | 10:14 a.m. Conservatives in India and Pakistan don’t tend to agree on much, but this week they have found a sliver of common ground: That homosexuality is a treacherous import, brought to the Asian subcontinent by the West.	[[0.159,0.62,0.17,0.033,0.018]]	[0.159,0.62,0.17,0.033,0.018]	negative
228	Gambia's President Yahya Jammeh on Tuesday called homosexuals "vermin" and said his government would tackle them in the same way it fights malaria-causing mosquitoes.	[[0.146,0.651,0.172,0.019,0.012]]	[0.146,0.651,0.172,0.019,0.012]	negative
229	The company says it stands against a measure outlawing “homosexual propaganda” that has led to protests aimed at the Winter Olympics in Sochi, Russia.	[[0.101,0.674,0.198,0.021,0.007]]	[0.101,0.674,0.198,0.021,0.007]	negative
230	An Indian director is hoping her new film will throw a spotlight on gay rights in a country where homosexuality remains taboo and little progress has been made on repealing a colonial-era law banning gay sex.	[[0.18,0.738,0.065,0.013,0.004]]	[0.18,0.738,0.065,0.013,0.004]	negative
231	Dale Carpenter’s book is a detailed account of Lawrence v. Texas, the Supreme Court case that overturned laws against homosexual conduct.	[[0.107,0.577,0.273,0.031,0.012]]	[0.107,0.577,0.273,0.031,0.012]	negative
232	The faith's opposition to homosexual relationships is root tenet, not tenant.	[[0.095,0.623,0.228,0.042,0.012]]	[0.095,0.623,0.228,0.042,0.012]	negative
233	Emboldened by recent advances for homosexuals in and out of the military, more gay veterans look to have their ousters reclassified.	[[0.15,0.696,0.121,0.021,0.012]]	[0.15,0.696,0.121,0.021,0.012]	negative
234	The Vatican on Saturday dismissed a Polish priest from his Holy See job after he came out as gay and called for changes in Catholic teachings against homosexual activity on the eve of a major Church meeting on the family.	[[0.13,0.482,0.194,0.139,0.055]]	[0.13,0.482,0.194,0.139,0.055]	negative
235	The United Methodist Church at its convention in Tampa, Fla., on Thursday voted against changing long-contested language in its book of laws and doctrines that calls homosexuality ''incompatible with Christian teaching.''	[[0.138,0.599,0.227,0.022,0.013]]	[0.138,0.599,0.227,0.022,0.013]	negative
236	A tight Wisconsin Supreme Court race erupted this week when a liberal advocacy group brought to light 1992 opinion pieces that Justice Rebecca Bradley wrote as a Marquette University student in which she expressed strong views on topics including homosexuality, AIDS, abortion and date rape.	[[0.16,0.566,0.216,0.04,0.018]]	[0.16,0.566,0.216,0.04,0.018]	negative
237	The changes in the staff handbook, which say that teachers at Catholic high schools cannot challenge church teachings, including against homosexuality, have caused a backlash.	[[0.302,0.56,0.1,0.019,0.019]]	[0.302,0.56,0.1,0.019,0.019]	negative
238	Mayor Osby Davis’s remarks on homosexuality sharply divided Vallejo last fall, but things seem to have improved — until a recent City Council meeting.	[[0.103,0.492,0.306,0.076,0.024]]	[0.103,0.492,0.306,0.076,0.024]	negative
239	Church of England priests will not be allowed to bless gay and lesbian weddings, or marry someone of the same sex themselves, according to new guidelines issued by the church, which is struggling to heal divides over homosexuality.	[[0.25,0.572,0.153,0.015,0.01]]	[0.25,0.572,0.153,0.015,0.01]	negative
240	I fought beside the finest men and women, fully knowing I was fighting to protect the freedoms of many who do not approve of homosexuality.	[[0.008,0.009,0.046,0.491,0.445]]	[0.008,0.009,0.046,0.491,0.445]	positive
241	In Uganda, homosexuality is considered akin to pedophilia, and  prominent LGBT activist Frank Mugisha regards the threats he constantly receives as "part of life."	[[0.165,0.693,0.073,0.042,0.026]]	[0.165,0.693,0.073,0.042,0.026]	negative
242	The military was instructed to stop removing personnel who are gay from service and to begin accepting applications from homosexual recruits who are otherwise qualified to serve.	[[0.164,0.68,0.14,0.011,0.005]]	[0.164,0.68,0.14,0.011,0.005]	negative
243	Controversial for its portrayal of homosexuals!	[[0.051,0.205,0.205,0.419,0.12]]	[0.051,0.205,0.205,0.419,0.12]	positive
