id	context	predictions	aggregatedPredictions	category
220	The failure to repeal a law that targets gay and transgender people is a travesty for all residents.	[[0.703,0.184,0.089,0.006,0.019]]	[0.703,0.184,0.089,0.006,0.019]	very negative
221	Ten states including Nebraska, Michigan and Ohio sued the Obama administration on Friday, saying the federal government does not have the power to tell states that transgender people must be allowed to use public bathrooms that conform with their gender identity.	[[0.253,0.584,0.134,0.016,0.014]]	[0.253,0.584,0.134,0.016,0.014]	negative
222	Up to 34,000 transgender people in the United States could face problems voting in next month's election because their ID cards do not match their gender, advocacy groups said, urging them to use a postal vote to avoid being turned away at the polls.	[[0.373,0.468,0.135,0.01,0.015]]	[0.373,0.468,0.135,0.01,0.015]	negative
223	Transgender people in Malta will no longer need to have surgery, sterilization and a diagnosis of mental illness to legally change gender under a law passed on Wednesday, which rights groups hailed as a new benchmark for LGBTI rights in Europe.	[[0.285,0.53,0.152,0.018,0.015]]	[0.285,0.53,0.152,0.018,0.015]	negative
224	As part of a series of editorials about transgender experiences, we are featuring personal stories that reflect the strength, diversity and challenges of the community.	[[0.005,0.016,0.049,0.828,0.101]]	[0.005,0.016,0.049,0.828,0.101]	positive
225	North Carolina is close to losing NCAA championship events for six years at a cost of more than $250 million because of a law that restricts bathroom access for transgender people, a local sports official told state lawmakers on Monday.	[[0.172,0.571,0.217,0.026,0.013]]	[0.172,0.571,0.217,0.026,0.013]	negative
226	An appeal filed by a 16-year-old transgender student who is suing a Virginia county school district over its restroom use policy will be argued before a federal appeals court next month.	[[0.065,0.287,0.289,0.29,0.069]]	[0.065,0.287,0.289,0.29,0.069]	positive
227	A federal judge in San Francisco on Thursday ruled that California must provide sex reassignment surgery to a transgender inmate, calling denial of the procedure a violation of constitutional rights.	[[0.226,0.593,0.14,0.025,0.017]]	[0.226,0.593,0.14,0.025,0.017]	negative
228	The actress and fearless pioneer of the transgender movement was not so different from the characters she played on screen.	[[0.095,0.59,0.245,0.056,0.014]]	[0.095,0.59,0.245,0.056,0.014]	negative
229	A 32-year-old man accused of pushing a transgender woman onto New York subway tracks pleaded not guilty on Tuesday to attempted murder and attempted assault charges, prosecutors said.	[[0.228,0.624,0.126,0.012,0.011]]	[0.228,0.624,0.126,0.012,0.011]	negative
230	The new president of the Southern Baptist Convention said Wednesday that the denomination won't relax its position on same-sex marriage and transgender identity, even as courts across the country strike down gay marriage bans and the group tries to bolster membership.	[[0.256,0.598,0.125,0.013,0.008]]	[0.256,0.598,0.125,0.013,0.008]	negative
231	The reality star and transgender activist Caitlyn Jenner, who has been denounced for her politics by the gay, lesbian, bisexual and transgender community, visited a high school in Brooklyn with Nicholas Kristof to meet some of her critics.	[[0.642,0.315,0.03,0.002,0.01]]	[0.642,0.315,0.03,0.002,0.01]	very negative
232	A string of transgender women of color have been killed this year.	[[0.048,0.288,0.339,0.283,0.042]]	[0.048,0.288,0.339,0.283,0.042]	neutral
233	Denmark is preparing to change the law so that being transgender will no longer be considered a mental disorder.	[[0.098,0.533,0.297,0.055,0.017]]	[0.098,0.533,0.297,0.055,0.017]	negative
234	North Carolina's public university board is dealing with a new round of demonstrations against their new president and a new state law that limits protections for lesbian, gay, bisexual and transgender people.	[[0.042,0.331,0.475,0.134,0.018]]	[0.042,0.331,0.475,0.134,0.018]	neutral
235	Gay and transgender activists in Vietnam say a new law recognizing their rights will pave the way for gender reassignment surgery in the communist country and reduce discrimination.	[[0.122,0.654,0.195,0.02,0.009]]	[0.122,0.654,0.195,0.02,0.009]	negative
236	Less than three weeks after Utah enacted the state's first nondiscrimination protections for gay and transgender residents, the Mormon Church on Saturday extolled the eternal value of marriage between a man and a woman.	[[0.151,0.573,0.262,0.009,0.005]]	[0.151,0.573,0.262,0.009,0.005]	negative
237	A transgender student has filed a lawsuit alleging a Wisconsin school district won't let him use the boys' restrooms and repeatedly uses his female birth name, violating federal anti-discrimination laws and the U.S. Constitution.	[[0.25,0.587,0.139,0.014,0.011]]	[0.25,0.587,0.139,0.014,0.011]	negative
238	MSNBC news anchor Thomas Roberts and talk show host Kelly Ripa were among honorees at GLAAD's annual media awards on Saturday, which recognize representations of the lesbian, gay, bisexual and transgender (LGBT) community.	[[0.199,0.628,0.109,0.034,0.029]]	[0.199,0.628,0.109,0.034,0.029]	negative
239	The cultural events listed here, many free, are geared primarily toward lesbian, gay, bisexual and transgender audiences but have a wider appeal.	[[0.09,0.64,0.236,0.027,0.007]]	[0.09,0.64,0.236,0.027,0.007]	negative
240	The governor of Istanbul has banned gay, lesbian and transgender individuals from holding pride parades at their usual venue, citing security concerns.	[[0.224,0.615,0.134,0.016,0.011]]	[0.224,0.615,0.134,0.016,0.011]	negative
241	Groups supporting the rights of transgender people filed a motion on Monday asking a U.S. judge to block North Carolina from enforcing a law that mandates bathroom access according to birth sex while the measure is being challenged.	[[0.182,0.645,0.139,0.021,0.014]]	[0.182,0.645,0.139,0.021,0.014]	negative
242	California public schools must allow transgender students to choose which restrooms to use and whether to join the girls' or boys' sports teams under a law signed by Democratic Governor Jerry Brown on Monday.	[[0.035,0.238,0.474,0.226,0.027]]	[0.035,0.238,0.474,0.226,0.027]	neutral
243	The Latest on legislation that critics say discriminates against transgender people by limiting their bathroom choices.	[[0.127,0.65,0.171,0.036,0.015]]	[0.127,0.65,0.171,0.036,0.015]	negative
244	A Texas Republican state senator introduced legislation on Thursday to limit public restroom access for transgender people, despite warnings from a business group that the measure would hurt the Texas economy because it was discriminatory.	[[0.261,0.575,0.146,0.009,0.009]]	[0.261,0.575,0.146,0.009,0.009]	negative
245	North Carolina government and university officials were given until Monday to tell federal attorneys whether they would stop enforcing a new law blocking LGBT protections, particularly provisions requiring transgender people to use public restrooms that correspond to their biological sex.	[[0.169,0.556,0.203,0.051,0.022]]	[0.169,0.556,0.203,0.051,0.022]	negative
246	As Houston readies to host the Super Bowl, a push by lawmakers in Texas to restrict bathroom access for transgender people is raising fears the state may be unable to score future major sporting events and could lose championships on its books.	[[0.202,0.595,0.173,0.019,0.011]]	[0.202,0.595,0.173,0.019,0.011]	negative
247	Transgender and once a ward of the state, Juan Gallaher lost subsidized housing and other aid when he turned 21.	[[0.12,0.637,0.214,0.019,0.01]]	[0.12,0.637,0.214,0.019,0.01]	negative
248	Malaysia's highest court on Thursday dismissed a challenge to a ban on cross-dressing, dealing a major setback to the battle for the rights of the country's transgender community, as Islamic conservatism grows in the Southeast Asian country.	[[0.3,0.567,0.117,0.008,0.008]]	[0.3,0.567,0.117,0.008,0.008]	negative
249	Britain has "a long way to go" to ensure full equality for transgender people and needs to update the law to give them the same opportunities as everyone else, a parliamentary committee said on Thursday.	[[0.144,0.623,0.189,0.029,0.014]]	[0.144,0.623,0.189,0.029,0.014]	negative
250	A group of up to 17 countries led by Belarus has blocked a plan to include the rights of gay, lesbian and transgender communities in a new urban strategy drawn up by the United Nations, according to sources close to negotiations.	[[0.249,0.61,0.113,0.016,0.012]]	[0.249,0.61,0.113,0.016,0.012]	negative
251	A Florida health clinic has agreed to pay $150,000 to a transgender former employee who claimed she was fired because she transitioned to a woman, in the first case of its kind brought by the U.S. government.	[[0.066,0.417,0.399,0.099,0.019]]	[0.066,0.417,0.399,0.099,0.019]	negative
252	Jonny Saelua, who is transgender, helped American Samoa to its first international victory with a 2-1 win over Tonga in World Cup qualifying on Tuesday.	[[0.184,0.375,0.125,0.179,0.136]]	[0.184,0.375,0.125,0.179,0.136]	negative
253	The superintendent of a North Carolina school system is delaying new rules that would have let transgender students use school bathrooms and locker rooms based on the gender they identify with.	[[0.137,0.624,0.171,0.048,0.019]]	[0.137,0.624,0.171,0.048,0.019]	negative
254	A 16-year-old Virginia transgender student fighting for the right to use the boys’ restroom at school could help set a fair standard.	[[0.141,0.662,0.138,0.04,0.019]]	[0.141,0.662,0.138,0.04,0.019]	negative
255	The W.N.B.A. is launching a marketing campaign that makes it the first professional league to specifically recruit gay, lesbian, bisexual and transgender fans.	[[0.038,0.25,0.461,0.22,0.031]]	[0.038,0.25,0.461,0.22,0.031]	neutral
256	In mostly conservative and religious Lubbock, the lesbian, gay, bisexual and transgender community is gradually growing comfortable with stepping out at an annual festival.	[[0.083,0.601,0.182,0.116,0.018]]	[0.083,0.601,0.182,0.116,0.018]	negative
257	A referendum to overturn a new California law that provides transgender students certain rights in public schools will not appear on the November ballot because its backers failed to gather enough voter signatures to qualify the measure, the secretary of state said Monday.	[[0.142,0.518,0.252,0.057,0.03]]	[0.142,0.518,0.252,0.057,0.03]	negative
258	Dr. Rachel Levine, a transgender woman confirmed on Tuesday as Pennsylvania's physician-general, says she wants to be defined by her public health priorities, not her breakthrough appointment as an influential gubernatorial adviser.	[[0.193,0.645,0.142,0.012,0.008]]	[0.193,0.645,0.142,0.012,0.008]	negative
259	Gov. David Ige signed a bill Monday that will allow transgender men and women in Hawaii to more easily change the gender on their birth certificate.	[[0.242,0.622,0.103,0.018,0.015]]	[0.242,0.622,0.103,0.018,0.015]	negative
260	Texas is flirting with losing major sporting events like North Carolina did, Dallas civic leaders warned Wednesday as they urged Republican lawmakers to stand down on a proposal that would require transgender people to use bathrooms corresponding to their sex at birth.	[[0.446,0.401,0.138,0.006,0.01]]	[0.446,0.401,0.138,0.006,0.01]	very negative
261	A national transgender advocacy group has asked South Carolina officials to retake the driver's license photo of a teenager who says his free speech rights were violated when he was not allowed to wear makeup for his original picture.	[[0.197,0.579,0.18,0.028,0.016]]	[0.197,0.579,0.18,0.028,0.016]	negative
262	A New York-based human rights group on Thursday called for Jamaican police to conduct a full investigation into the mob killing of a transgender teenager.	[[0.094,0.484,0.239,0.145,0.037]]	[0.094,0.484,0.239,0.145,0.037]	negative
263	A transgender student whose battle over the right to use a girls' bathroom led to a landmark court ruling in Maine is being featured in a new HBO documentary.	[[0.126,0.522,0.201,0.11,0.04]]	[0.126,0.522,0.201,0.11,0.04]	negative
264	Inside a sunny classroom at a church decorated with rainbow flags, two transgender teenagers exploded into giggles during a dance break from math at Pride School Atlanta.	[[0.113,0.513,0.231,0.106,0.038]]	[0.113,0.513,0.231,0.106,0.038]	negative
265	A Manhattan federal judge said a transgender Occupy Wall Street protester may sue New York City for treating him differently from other male protesters following their arrests on the Brooklyn Bridge.	[[0.104,0.609,0.235,0.04,0.012]]	[0.104,0.609,0.235,0.04,0.012]	negative
266	The league’s move came as a reaction to state legislation perceived as being hostile to gay, lesbian, bisexual and transgender people.	[[0.079,0.582,0.278,0.05,0.01]]	[0.079,0.582,0.278,0.05,0.01]	negative
267	A new measure will make the age of consent 16 for anal sex, and a government appointee will look into cases of federal discrimination against gay and transgender people.	[[0.007,0.022,0.073,0.778,0.12]]	[0.007,0.022,0.073,0.778,0.12]	positive
268	Brittney Griner recorded a video for It Gets Better, a project that inspires lesbian, gay, bisexual and transgender youth with positive messages.	[[0.075,0.172,0.146,0.399,0.208]]	[0.075,0.172,0.146,0.399,0.208]	positive
269	School officials violated state anti-discrimination law when they would not allow a transgender fifth-grader to use the girls' bathroom, according to a ruling by the highest court in Maine that's believed to be the first of its kind.	[[0.22,0.593,0.131,0.031,0.024]]	[0.22,0.593,0.131,0.031,0.024]	negative
270	A settlement has been reached in a discrimination lawsuit brought by a transgender employee at a Fargo hospital, according to court documents filed Wednesday.	[[0.25,0.534,0.173,0.027,0.016]]	[0.25,0.534,0.173,0.027,0.016]	negative
271	President Donald Trump's administration is stepping back from a request made by former President Barack Obama's administration in an ongoing lawsuit over bathroom rights for transgender students in public schools.	[[0.353,0.534,0.076,0.016,0.021]]	[0.353,0.534,0.076,0.016,0.021]	negative
272	The vicious beating of Islan Nettles in Harlem galvanized anger among transgender people in New York about violence directed toward them.	[[0.153,0.68,0.145,0.013,0.008]]	[0.153,0.68,0.145,0.013,0.008]	negative
273	Mississippi's Republican governor said on Thursday he planned to join a lawsuit by officials from 11 states to overturn an Obama administration directive that tells schools to let transgender students use bathrooms matching their gender identity.	[[0.105,0.607,0.236,0.039,0.014]]	[0.105,0.607,0.236,0.039,0.014]	negative
274	President Donald Trump on Tuesday said he won't roll back federal workplace protections for gay, lesbian, bisexual, transgender and queer people, giving a rare nod of approval to President Barack Obama's work on the issue.	[[0.222,0.528,0.138,0.066,0.047]]	[0.222,0.528,0.138,0.066,0.047]	negative
275	India's top court on Tuesday issued a landmark verdict recognizing transgender rights as human rights, saying people can identify themselves as a third gender on official documents.	[[0.153,0.623,0.167,0.041,0.016]]	[0.153,0.623,0.167,0.041,0.016]	negative
276	Sex workers around the world face violence, rape, widespread discrimination and extortion, a global human rights watchdog said on Thursday, with male or transgender sex workers facing further stigma from the police, clients and the community.	[[0.249,0.555,0.15,0.03,0.016]]	[0.249,0.555,0.15,0.03,0.016]	negative
277	The White House said Monday that President Trump would leave in place a 2014 order that created new protections for gay, lesbian, bisexual and transgender people.	[[0.172,0.705,0.103,0.013,0.006]]	[0.172,0.705,0.103,0.013,0.006]	negative
278	Both partners have been involved in organizations helping gay, lesbian, bisexual and transgender people.	[[0.074,0.492,0.354,0.065,0.015]]	[0.074,0.492,0.354,0.065,0.015]	negative
279	Retailers selling Caitlyn Jenner costumes for Halloween sparked a social media firestorm on Tuesday from critics who say the get-up insults transgender people and promotes stereotypes.	[[0.103,0.481,0.226,0.142,0.047]]	[0.103,0.481,0.226,0.142,0.047]	negative
280	A transgender high school student joined a lawsuit Thursday challenging a law that limits protections for LGBT people, just days after a federal appeals court sided with a transgender student in a Virginia case.	[[0.275,0.587,0.118,0.01,0.01]]	[0.275,0.587,0.118,0.01,0.01]	negative
281	The social media giant has been working with lesbian, gay, bisexual and transgender rights groups to expand the choices beyond male and female.	[[0.119,0.676,0.16,0.035,0.01]]	[0.119,0.676,0.16,0.035,0.01]	negative
282	Immersed in an intense re-election campaign and besieged for a law about transgender people and restrooms, North Carolina Gov. Pat McCrory answered questions last week before Charlotte's small business community.	[[0.171,0.61,0.139,0.053,0.028]]	[0.171,0.61,0.139,0.053,0.028]	negative
283	A transgender fifth-grader should have been allowed to use the girls' bathroom, Maine's highest court ruled Thursday, concluding that school officials violated state anti-discrimination law.	[[0.446,0.408,0.128,0.007,0.012]]	[0.446,0.408,0.128,0.007,0.012]	very negative
284	Transgender people in Chicago will be able to use a public bathroom that corresponds to their gender identity under an ordinance passed by the city's aldermen.	[[0.026,0.117,0.326,0.455,0.075]]	[0.026,0.117,0.326,0.455,0.075]	positive
285	African states launched a bid at the United Nations on Friday to halt the work of the first U.N. independent investigator appointed to help protect gay and transgender people worldwide from violence and discrimination.	[[0.1,0.668,0.21,0.016,0.006]]	[0.1,0.668,0.21,0.016,0.006]	negative
286	A referendum on Tuesday on an anti-discrimination measure, one that opponents say goes too far, has become a widely watched battle over transgender and gay rights.	[[0.373,0.494,0.094,0.015,0.024]]	[0.373,0.494,0.094,0.015,0.024]	negative
287	Dozens of families took legal action Wednesday in a bid to stop a suburban Chicago school district from allowing a transgender student to use a girls' locker room and restroom, arguing the policy trampled on the privacy rights of other students.	[[0.198,0.61,0.161,0.019,0.012]]	[0.198,0.61,0.161,0.019,0.012]	negative
288	The New York Public Library’s erotica collection (yes, it has one) includes seedy Times Square ephemera, early transgender magazines and copies of Playboy.	[[0.13,0.347,0.182,0.245,0.096]]	[0.13,0.347,0.182,0.245,0.096]	negative
289	A transgender student in Grand Blanc has been chosen as homecoming prince.	[[0.176,0.644,0.152,0.017,0.011]]	[0.176,0.644,0.152,0.017,0.011]	negative
290	When the weather gets warm, members of the gay and transgender community gather on Christopher Street after dark to promenade, air kiss, catcall or brawl.	[[0.077,0.572,0.264,0.071,0.016]]	[0.077,0.572,0.264,0.071,0.016]	negative
291	A wedding at the Lesbian, Gay, Bisexual & Transgender Community Center in Manhattan.	[[0.007,0.017,0.062,0.746,0.167]]	[0.007,0.017,0.062,0.746,0.167]	positive
292	Demonstrators gathered in central Istanbul to protest the rape and killing of a transgender woman and LGBT activist.	[[0.14,0.601,0.221,0.025,0.013]]	[0.14,0.601,0.221,0.025,0.013]	negative
293	The Latest on an ordinance approved by the Charlotte City Council to expand protections for gay, lesbian and transgender people (all times local):	[[0.075,0.555,0.348,0.018,0.005]]	[0.075,0.555,0.348,0.018,0.005]	negative
294	For 17-year-old transgender male Nate Quinn, using the bathroom at school became a battle.	[[0.084,0.569,0.314,0.025,0.008]]	[0.084,0.569,0.314,0.025,0.008]	negative
295	A founder of an organization that helps gay, lesbian, bisexual and transgender service members and veterans marries a choir director.	[[0.169,0.568,0.193,0.048,0.022]]	[0.169,0.568,0.193,0.048,0.022]	negative
296	The psychiatrist who was one of the first to try to meet cross-dressers, transsexuals and transgender people on their own turf, on their own terms.	[[0.105,0.48,0.321,0.072,0.022]]	[0.105,0.48,0.321,0.072,0.022]	negative
297	More than 50 opponents of North Carolina's new law curtailing protections for LGBT people and limiting public bathroom access for transgender people were arrested at the statehouse Monday night.	[[0.294,0.592,0.093,0.008,0.012]]	[0.294,0.592,0.093,0.008,0.012]	negative
298	Filipina Trixie Maristela was crowned Miss International Queen 2015 on Friday at a contest in Thailand billed as the world's largest transgender pageant.	[[0.171,0.64,0.148,0.025,0.016]]	[0.171,0.64,0.148,0.025,0.016]	negative
299	Shows like "Transparent," "Doubt" and "Queen Sugar" have helped boost the number of lesbian, gay, bisexual and transgender characters on U.S. television to a record high, a report from the advocacy group GLAAD said on Thursday.	[[0.196,0.622,0.134,0.029,0.02]]	[0.196,0.622,0.134,0.029,0.02]	negative
300	About 1,000 gays, lesbians, transgender people and their supporters, many dressed in colorful clothes and holding banners, marched through Nepal's capital on Thursday to celebrate and demand rights for their community, in what has become an annual festival.	[[0.089,0.114,0.076,0.378,0.343]]	[0.089,0.114,0.076,0.378,0.343]	positive
301	Gov. Jerry Brown signed legislation that guarantees transgender students access to interscholastic sports, gym classes, locker rooms and bathrooms based on their gender identity.	[[0.231,0.595,0.138,0.021,0.015]]	[0.231,0.595,0.138,0.021,0.015]	negative
302	The number of murders of lesbian, gay, bisexual, transgender and queer people jumped 20 percent in the United States last year, activists said on Monday, releasing their findings a day after a mass shooting at a Florida gay nightclub left 49 people dead.	[[0.447,0.427,0.109,0.006,0.011]]	[0.447,0.427,0.109,0.006,0.011]	very negative
303	A man who repeatedly punched a transgender woman on a New York City street in a case that prompted protests has been sentenced to 12 years in prison for her death.	[[0.098,0.501,0.261,0.111,0.03]]	[0.098,0.501,0.261,0.111,0.03]	negative
304	The Kansas State Board of Education voted unanimously on Tuesday to ignore a directive from President Obama's administration that public schools allow transgender students to use restrooms matching their gender identity, and instead the board left decisions up to school districts.	[[0.566,0.35,0.076,0.002,0.007]]	[0.566,0.35,0.076,0.002,0.007]	very negative
305	A Virginia school board asked the U.S. Supreme Court on Wednesday to block a transgender male from using the boys restroom when he returns to school in September until the high court decides whether to review the case.	[[0.118,0.625,0.219,0.026,0.011]]	[0.118,0.625,0.219,0.026,0.011]	negative
306	The Boy Scouts of America announced Monday that it will allow transgender children who identify as boys to enroll in its boys only programs.	[[0.113,0.529,0.229,0.095,0.033]]	[0.113,0.529,0.229,0.095,0.033]	negative
307	The Latest on 11 states suing the Obama administrative over a federal directive about transgender students in public schools (all times local):	[[0.042,0.401,0.519,0.033,0.006]]	[0.042,0.401,0.519,0.033,0.006]	neutral
308	A man accused of pushing a transgender woman onto the New York City subway tracks has pleaded not guilty to attempted murder and attempted assault.	[[0.262,0.561,0.117,0.034,0.026]]	[0.262,0.561,0.117,0.034,0.026]	negative
309	A look ahead at NewFest, the New York Lesbian, Gay, Bisexual, and Transgender Film Festival.	[[0.031,0.082,0.089,0.643,0.156]]	[0.031,0.082,0.089,0.643,0.156]	positive
310	Republican presidential candidate Donald Trump sided on Thursday with those criticizing a controversial new North Carolina law requiring transgender people to use government and school bathrooms that correspond with the sex on their birth certificate.	[[0.205,0.621,0.14,0.018,0.014]]	[0.205,0.621,0.14,0.018,0.014]	negative
311	Oregon is on track to be the first state to hire a coordinator to help lesbian, gay, bisexual and transgender veterans upgrade a less-than-honorable discharge received because of their sexual orientation.	[[0.111,0.519,0.282,0.065,0.024]]	[0.111,0.519,0.282,0.065,0.024]	negative
312	In progressive Seattle, a presidential order that public schools give transgender students access to the bathrooms matching their gender identity won't require a shift.	[[0.121,0.68,0.166,0.024,0.008]]	[0.121,0.68,0.166,0.024,0.008]	negative
313	The Latest on a lawsuit filed by a transgender man who says a Roman Catholic hospital wouldn't perform a hysterectomy procedure on him (all times local):	[[0.036,0.358,0.559,0.039,0.007]]	[0.036,0.358,0.559,0.039,0.007]	neutral
314	Sixty U.S. cities earned perfect scores on a nationwide ranking of protections for LGBTQ (lesbian, gay, bisexual, transgender, queer) people, despite an array of anti-gay efforts by state governments, the Human Rights Campaign said on Monday.	[[0.144,0.641,0.162,0.033,0.02]]	[0.144,0.641,0.162,0.033,0.02]	negative
315	Downplaying a joke he made earlier this year about transgender people, Republican presidential candidate Mike Huckabee said Wednesday that he believes voters are more concerned about his thoughts on other issues such as the economy.	[[0.149,0.676,0.141,0.022,0.011]]	[0.149,0.676,0.141,0.022,0.011]	negative
316	The 1976 Olympic gold medalist is showing a champion&#8217;s mettle in preparing to come out as a transgender woman.	[[0.177,0.547,0.155,0.079,0.041]]	[0.177,0.547,0.155,0.079,0.041]	negative
317	President Barack Obama is set to declare the first national monument recognizing the contributions of the U.S. gay, lesbian, bisexual and transgender community, the Washington Post said on Tuesday.	[[0.178,0.618,0.162,0.027,0.016]]	[0.178,0.618,0.162,0.027,0.016]	negative
318	The former All-Star pitcher was fired from his position as an ESPN baseball analyst a day after he was criticized for promoting offensive commentary about transgender people.	[[0.16,0.673,0.144,0.015,0.007]]	[0.16,0.673,0.144,0.015,0.007]	negative
319	TimesCast Media + Tech: Lesbian, gay, bi-sexual, and transgender characters become increasingly common on television.	[[0.362,0.498,0.062,0.026,0.051]]	[0.362,0.498,0.062,0.026,0.051]	negative
320	David France , who co-wrote and directed the documentary, said, “We’d like it to be an extended story that’s not just about AIDS and what AIDS wrought, but about this tremendous civil rights movement that grew from the ashes of AIDS and the dawn of the lesbian, gay, bisexual and transgender movement.”	[[0.119,0.645,0.21,0.02,0.006]]	[0.119,0.645,0.21,0.02,0.006]	negative
321	Malaysia is among the worst countries in the world to be a transgender person, Human Rights Watch said in a report on Thursday that detailed systematic abuses by religious authorities and police including sexual assault and extortion.	[[0.394,0.458,0.127,0.008,0.014]]	[0.394,0.458,0.127,0.008,0.014]	negative
322	The brutal death of a 36-year-old transgender woman over the weekend is the latest in what activists are calling an alarming rise in anti-transgender violence.	[[0.248,0.596,0.137,0.009,0.009]]	[0.248,0.596,0.137,0.009,0.009]	negative
323	Despite facing violence and discrimination in many countries, 28 transgender women found a place to shine.	[[0.07,0.455,0.266,0.187,0.021]]	[0.07,0.455,0.266,0.187,0.021]	negative
324	Since 1973, Congregation Beit Simchat Torah has tried to reconcile traditions transmitted across the millenniums with traditions that its members - gay, lesbian, bisexual and transgender Jews - have often had to make up on the fly, battling hostility, indifference and the AIDS epidemic at the same time. ''	[[0.105,0.602,0.284,0.006,0.003]]	[0.105,0.602,0.284,0.006,0.003]	negative
325	A transgender woman who robbed a bank in an attempt to be sent back to prison expressed a change in heart, and a sympathetic judge sentenced her Wednesday to six years in a federal women's prison, far less than the 20 years she could have gotten.	[[0.145,0.436,0.202,0.139,0.078]]	[0.145,0.436,0.202,0.139,0.078]	negative
326	A Baltimore jury has acquitted a man of all charges in the 2014 slaying of the transgender sister of Detroit Pistons player Reggie Bullock.	[[0.164,0.552,0.177,0.072,0.035]]	[0.164,0.552,0.177,0.072,0.035]	negative
327	Sergeant Jessica Hawkins was a male cop for 20 years but it was not until her transition to a woman in 2014 that she understood the trepidation that transgender women feel across the United States.	[[0.122,0.607,0.233,0.027,0.01]]	[0.122,0.607,0.233,0.027,0.01]	negative
328	A U.S. marine is named a suspect as police investigate the killing of a transgender Filipino.	[[0.086,0.549,0.3,0.052,0.013]]	[0.086,0.549,0.3,0.052,0.013]	negative
329	Billie Jean King believes Caitlyn Jenner has given people clarity about transgender issues beyond the progress already made four decades after they shared the international sports spotlight.	[[0.057,0.352,0.285,0.261,0.046]]	[0.057,0.352,0.285,0.261,0.046]	negative
330	A push for transgender bathroom rights is unsettling the Zapotecs of southern Oaxaca, despite their long embrace of a third gender.	[[0.215,0.629,0.128,0.016,0.012]]	[0.215,0.629,0.128,0.016,0.012]	negative
331	A lawsuit filed Friday by an employee who says he was dismissed for being transgender could turn on the question of who is or is not a man.	[[0.13,0.659,0.157,0.038,0.016]]	[0.13,0.659,0.157,0.038,0.016]	negative
332	From locker rooms and sex education classes to dress codes and overnight field trips, many U.S. public schools already are balancing the civil rights of transgender students with any concerns that classmates, parents and community members might have.	[[0.09,0.559,0.322,0.021,0.007]]	[0.09,0.559,0.322,0.021,0.007]	negative
333	A top North Carolina lawmaker vowed on Tuesday to correct the &#8220;radical course&#8221; taken by leaders in Charlotte, the state's largest city, after they voted to allow transgender people to use public bathrooms matching their gender identity.	[[0.149,0.477,0.236,0.098,0.04]]	[0.149,0.477,0.236,0.098,0.04]	negative
334	The E! documentary series chronicling Caitlyn Jenner’s life as a transgender woman is finished after two seasons.	[[0.107,0.594,0.204,0.07,0.025]]	[0.107,0.594,0.204,0.07,0.025]	negative
335	Only five countries in the world have given lesbian, gay, bisexual and transgender (LGBT) people equal constitutional rights, global research shows, with most countries failing to protect the community from widespread discrimination and abuses.	[[0.341,0.587,0.059,0.007,0.006]]	[0.341,0.587,0.059,0.007,0.006]	negative
336	Murders of transgender people hit an all-time high in the United States this year, campaigners said on Thursday, amid fears of a backlash against the transgender community following the election of Donald Trump as the next U.S. president.	[[0.154,0.423,0.203,0.147,0.073]]	[0.154,0.423,0.203,0.147,0.073]	negative
337	The first-ever U.N. independent expert selected to examine violence and discrimination against lesbian, gay, bisexual, and transgender people has vowed to forge ahead with wide-ranging investigations despite formidable opposition to his appointment in a U.N. vote.	[[0.255,0.577,0.13,0.02,0.018]]	[0.255,0.577,0.13,0.02,0.018]	negative
338	Rutgers University has rolled out more specialized housing options and other resources for its gay, lesbian, bisexual and transgender students in the wake of Tyler Clementi’s death.	[[0.171,0.577,0.183,0.045,0.024]]	[0.171,0.577,0.183,0.045,0.024]	negative
339	To understand these changes, several lesbian, gay, bisexual and transgender locals shared their thoughts on what unites, divides and defines the gay community.	[[0.188,0.673,0.125,0.008,0.005]]	[0.188,0.673,0.125,0.008,0.005]	negative
340	A transgender woman celebrates the decision to include transgender boys in the Scouts.	[[0.011,0.028,0.143,0.677,0.141]]	[0.011,0.028,0.143,0.677,0.141]	positive
341	The Olympic Truce, a good-will gesture that usually draws little notice or debate, caused an outcry at the United Nations when language drafted by Russia did not mention gay or transgender people.	[[0.311,0.56,0.093,0.016,0.021]]	[0.311,0.56,0.093,0.016,0.021]	negative
342	KISSING THE MASK Beauty, Understatement and Femininity in Japanese Noh Theater With Some Thoughts on Muses (Especially Helga Testorf), Transgender Women, Kabuki Goddesses, Porn Queens, Poets, Housewives, Makeup Artists, Geishas, Valkyries and Venus Figurines	[[0.349,0.483,0.126,0.019,0.022]]	[0.349,0.483,0.126,0.019,0.022]	negative
343	The Boy Scouts of America said on Monday the group would begin accepting transgender boys, bucking its more than a century-old practice of using the gender stated on a birth certificate to determine eligibility.	[[0.219,0.653,0.103,0.015,0.011]]	[0.219,0.653,0.103,0.015,0.011]	negative
344	The 25th edition of NewFest, which features films on gay, lesbian, bisexual and transgender issues, appears mostly concerned with primal physical acts between same-sex couples.	[[0.254,0.636,0.07,0.018,0.022]]	[0.254,0.636,0.07,0.018,0.022]	negative
