id	context	predictions	aggregatedPredictions	category
118	Nearly 60 U.S. investors who together manage more than $2 trillion in assets called on North Carolina on Monday to repeal a law they said is making it harder for companies in the state to hire top talent by limiting protections for lesbian, gay, bisexual and trans gender people.	[[0.201,0.605,0.147,0.03,0.018]]	[0.201,0.605,0.147,0.03,0.018]	negative
119	The announcement Friday that the National Park Service will begin installing markers at places of importance to the history of lesbian, gay, bisexual and transgender Americans is a step toward including them in the national narrative &#8212; and components of education, supporters said.	[[0.444,0.406,0.122,0.01,0.018]]	[0.444,0.406,0.122,0.01,0.018]	very negative
120	Homophobic mobs have repeatedly attacked lesbian, gay, bisexual and transgender (LGBT) people in Kenya but police are unwilling to even attempt to bring the perpetrators to justice, rights groups said on Monday.	[[0.186,0.586,0.202,0.017,0.01]]	[0.186,0.586,0.202,0.017,0.01]	negative
121	Britain has granted posthumous pardons to thousands of gay and bisexual men who were convicted of sexual offences under laws which have since been abolished, the government said on Tuesday.	[[0.144,0.626,0.197,0.021,0.012]]	[0.144,0.626,0.197,0.021,0.012]	negative
122	Decades after the Stonewall Uprising, President Obama formally recognized the Greenwich Village bar’s role in the history of the lesbian, gay, bisexual and transgender civil rights movement.	[[0.224,0.641,0.116,0.01,0.009]]	[0.224,0.641,0.116,0.01,0.009]	negative
123	The events come during Lesbian, Gay, Bisexual and Transgender Pride Month.	[[0.153,0.604,0.169,0.051,0.023]]	[0.153,0.604,0.169,0.051,0.023]	negative
124	The United States and Chile are putting the spotlight on "the barbaric treatment" of lesbians, gays, bisexuals and transgender people by the Islamic State extremist group.	[[0.091,0.514,0.289,0.083,0.022]]	[0.091,0.514,0.289,0.083,0.022]	negative
125	Southern Africa is moving towards greater acceptance of sexual and gender minorities though there is still a long way to go,  the United States' first special envoy for the rights of lesbian, gay, bisexual and transgender people said on Wednesday.	[[0.073,0.498,0.24,0.159,0.03]]	[0.073,0.498,0.24,0.159,0.03]	negative
126	The play, a bisexual romantic triangle at the Acorn Theater that takes on ambivalence, is written by Scott Elmegreen and Drew Fornarola.	[[0.198,0.611,0.141,0.031,0.019]]	[0.198,0.611,0.141,0.031,0.019]	negative
127	The winners of the awards, which are for "recognizing and honoring media for outstanding images" of the lesbian, gay, bisexual and transgender people, the alliance said in a news release, will be chosen from 116 nominees in 24 English-language categories and 36 nominees in eight Spanish-language categories.	[[0.2,0.556,0.172,0.049,0.023]]	[0.2,0.556,0.172,0.049,0.023]	negative
128	A little more than a year ago, Police Department officials reconstituted a committee with representatives of the lesbian, gay, bisexual and transgender populations.	[[0.192,0.648,0.142,0.011,0.007]]	[0.192,0.648,0.142,0.011,0.007]	negative
129	The exhibition by this South African photographer presents 87 works about the experiences and struggles of black lesbian, gay, bisexual and transgender people.	[[0.041,0.159,0.24,0.457,0.103]]	[0.041,0.159,0.24,0.457,0.103]	positive
130	For centuries, the semiotics of the rainbow have evolved through the fields of art, science and beyond, but have only more recently been associated with the lesbian-gay-bisexual-transgender community.	[[0.054,0.548,0.318,0.07,0.01]]	[0.054,0.548,0.318,0.07,0.01]	negative
131	In the absence of a federal law banning discrimination against gays, lesbians, bisexuals and transgender people, there is a sharp split among the states, with some enacting such protections and a majority opting not to.	[[0.107,0.285,0.32,0.251,0.038]]	[0.107,0.285,0.32,0.251,0.038]	neutral
132	Advocates hope that teaching about gay, lesbian, bisexual and transgender people in schools would prevent bullying and shatter stereotypes.	[[0.027,0.169,0.622,0.156,0.026]]	[0.027,0.169,0.622,0.156,0.026]	neutral
133	Rights advocates on Thursday praised a new U.S. government rule barring its foreign aid contractors from discriminating against lesbian, gay, bisexual, transgender and intersex persons, as violence against the community continues globally.	[[0.344,0.529,0.111,0.006,0.009]]	[0.344,0.529,0.111,0.006,0.009]	negative
134	Deutsche Bank is freezing plans to create 250 new jobs in North Carolina after the state enacted a law last month that opponents say discriminates against lesbian, gay, bisexual and transgender citizens.	[[0.267,0.582,0.131,0.01,0.01]]	[0.267,0.582,0.131,0.01,0.01]	negative
135	The Latest on protests over a law curtailing rights for lesbian, gay, transgender and bisexual people (all times local):	[[0.05,0.451,0.465,0.028,0.006]]	[0.05,0.451,0.465,0.028,0.006]	neutral
136	The U.N. human rights chief said in a new report that lesbians, gays, bisexuals and transgender people are victims of "pervasive, violent abuse, harassment and discrimination" in all regions of the world and cites hundreds of hate-related killings.	[[0.201,0.637,0.123,0.025,0.015]]	[0.201,0.637,0.123,0.025,0.015]	negative
137	Broadway stars including Hamilton's Lin-Manuel Miranda and actress Kristen Bell will record a song to show their support for Orlando's lesbian, gay, bisexual and transgender community, People magazine reported on Wednesday.	[[0.128,0.435,0.243,0.141,0.053]]	[0.128,0.435,0.243,0.141,0.053]	negative
138	A Washington museum will exhibit a sculpture that uses the blood of nine gay, bisexual and transgender men to protest the federal ban on blood donations from men who have sex with other men.	[[0.096,0.345,0.233,0.249,0.078]]	[0.096,0.345,0.233,0.249,0.078]	negative
139	Percentage of racial and ethnic groups that said they were lesbian, gay, bisexual or transgender.	[[0.142,0.657,0.183,0.011,0.007]]	[0.142,0.657,0.183,0.011,0.007]	negative
140	Lloyds Banking Group was named on Thursday as Britain's best employer for lesbian, gay, bisexual and transgender (LGBT) people in a nationwide workplace equality index, followed by law firm Pinsent Masons and J.P. Morgan bank.	[[0.181,0.609,0.179,0.02,0.01]]	[0.181,0.609,0.179,0.02,0.01]	negative
141	A new report that reverses earlier findings suggests that men who identify themselves as bisexual may indeed experience arousal from both men and women.	[[0.104,0.543,0.22,0.1,0.034]]	[0.104,0.543,0.22,0.1,0.034]	negative
142	Images from some of the films playing at NewFest, a New York film festival featuring movies with lesbian, gay, bisexual and transgender themes.	[[0.096,0.523,0.276,0.082,0.023]]	[0.096,0.523,0.276,0.082,0.023]	negative
143	Proceeds benefit the institute, the nation's oldest social service organization supporting lesbian, gay, bisexual and transgender youth.	[[0.095,0.49,0.311,0.078,0.026]]	[0.095,0.49,0.311,0.078,0.026]	negative
144	After a year of numerous same-sex marriage victories, gay pride parades and celebrations attracted millions of gay, lesbian, bisexual and transgender people and their supporters.	[[0.1,0.688,0.146,0.053,0.013]]	[0.1,0.688,0.146,0.053,0.013]	negative
145	A support group in Lahore for lesbian, gay, bisexual and transgender Pakistanis aims to give a safe space to members as more try to gain family support, even in a climate of religious conservatism.	[[0.205,0.624,0.143,0.017,0.011]]	[0.205,0.624,0.143,0.017,0.011]	negative
146	An executive order protecting gay, lesbian, bisexual and transgender employees from discrimination by companies that do federal government work will not include an exemption sought by many religious groups.	[[0.168,0.628,0.171,0.022,0.011]]	[0.168,0.628,0.171,0.022,0.011]	negative
147	When Filipino hotel manager Jerick Florano used to open Grindr on his smartphone, the same four or five faces always greeted him on the dating app for gay and bisexual men.	[[0.106,0.645,0.214,0.026,0.008]]	[0.106,0.645,0.214,0.026,0.008]	negative
148	The United States Department of State on Monday named its first-ever special envoy to advocate globally for the human rights of lesbian, gay, bisexual and transgender (LGBT) people.	[[0.131,0.638,0.201,0.021,0.01]]	[0.131,0.638,0.201,0.021,0.01]	negative
149	The battle over same-sex marriage continues, but for other causes supported by lesbian, gay, bisexual and transgender groups, 2011 has been a particularly good year.	[[0.097,0.456,0.324,0.095,0.029]]	[0.097,0.456,0.324,0.095,0.029]	negative
150	But his new novel, ''In One Person,'' from which he read two extended scenes, features a bisexual narrator named Billy Dean, and Mr. Irving's bibliography makes it clear that he has always been drawn to the experience of unconventional sexuality.	[[0.004,0.007,0.007,0.747,0.234]]	[0.004,0.007,0.007,0.747,0.234]	positive
151	A unique federally funded study offers a detailed look at the lives of gay, lesbian, bisexual and transgender youth in New York City who cope with homelessness and poverty by engaging in what the researchers call "survival sex."	[[0.01,0.026,0.134,0.663,0.168]]	[0.01,0.026,0.134,0.663,0.168]	positive
152	More Hollywood movies in 2014 featured one or more lesbian, gay, bisexual and transgender (LGBT) characters than in the previous year, but those roles were mostly minor and stereotypical, said researchers.	[[0.377,0.443,0.144,0.017,0.018]]	[0.377,0.443,0.144,0.017,0.018]	negative
153	Most cases involved gay or bisexual men.	[[0.01,0.1,0.807,0.077,0.005]]	[0.01,0.1,0.807,0.077,0.005]	neutral
154	More than a quarter of gay and bisexual men in some Southern cities and states have H.I.V., according to the study, and medical services are lacking.	[[0.674,0.278,0.04,0.001,0.007]]	[0.674,0.278,0.04,0.001,0.007]	very negative
155	The new report is notable, in part, because the same research group had earlier challenged the very existence of male bisexuality, reporting in 2005 that many men who said they were bisexual had arousal patterns more typical of homosexual men.	[[0.069,0.261,0.252,0.324,0.094]]	[0.069,0.261,0.252,0.324,0.094]	positive
156	Gov. Pat McCrory accused critics of a “vicious nationwide smear campaign” regarding a law ending antidiscrimination protections for lesbian, gay, bisexual and transgender people.	[[0.241,0.586,0.143,0.016,0.014]]	[0.241,0.586,0.143,0.016,0.014]	negative
157	More than 100 U.S. lawmakers and lesbian, gay, bisexual and transgender rights groups on Thursday urged the Obama administration to stop trade talks with Brunei unless the country revokes Islamic criminal laws they say jeopardize human rights.	[[0.544,0.346,0.093,0.004,0.013]]	[0.544,0.346,0.093,0.004,0.013]	very negative
158	The White House has hired its first openly transgender staff member, officials said on Tuesday, marking the latest step in President Barack Obama's public support for lesbian, gay, bisexual and transgender rights.	[[0.187,0.627,0.159,0.017,0.01]]	[0.187,0.627,0.159,0.017,0.01]	negative
159	Mayor Bill de Blasio told hundreds of participants at a lesbian, gay, bisexual and transgender-friendly St. Patrick's Day parade on Sunday that a society for all is one that embraces and respects everyone.	[[0.013,0.02,0.061,0.502,0.403]]	[0.013,0.02,0.061,0.502,0.403]	positive
160	Robert was also an active member of the New York Lesbian, Gay, Bisexual & Transgender Community Center, an indefatigable world traveler, and for the last seven years, attended every semester of the Columbia University School of Continuing Education, studying history.	[[0.303,0.639,0.042,0.009,0.007]]	[0.303,0.639,0.042,0.009,0.007]	negative
161	Advocates said on Tuesday they were bracing for a Trump administration rollback of lesbian, gay, bisexual and transgender rights, despite a White House statement vowing to uphold protection for LGBT people in the workplace.U.S.	[[0.211,0.573,0.172,0.026,0.017]]	[0.211,0.573,0.172,0.026,0.017]	negative
162	Firms are creating units to serve a variety of ethnic groups, races, genders and members of the lesbian, gay, bisexual and transgender communities.	[[0.144,0.535,0.256,0.046,0.019]]	[0.144,0.535,0.256,0.046,0.019]	negative
163	From bathrooms and beauty pageants to diplomatic disputes and Donald Trump's U.S. presidential victory, 2016 was a turbulent year for lesbian, gay, bisexual, transgender and intersex (LGBTI) people worldwide.	[[0.23,0.571,0.157,0.025,0.017]]	[0.23,0.571,0.157,0.025,0.017]	negative
164	The Democrat representing Orlando in the U.S. House says the Pulse shooting illustrates the importance of ending federal restrictions for gay and bisexual men wanting to give blood.	[[0.124,0.674,0.184,0.012,0.006]]	[0.124,0.674,0.184,0.012,0.006]	negative
165	U.S. government data released on Tuesday showed that 2.3 percent of American adults are either gay or bisexual and that these men and women more often reported serious anxiety and having self-destructive habits than their straight peers.	[[0.207,0.607,0.164,0.013,0.009]]	[0.207,0.607,0.164,0.013,0.009]	negative
166	Fewer people are attending a world-renowned furniture market in North Carolina, where state law defines which bathrooms people can use and limits legal protections for lesbian, gay, bisexual and transgender people.	[[0.2,0.602,0.154,0.027,0.016]]	[0.2,0.602,0.154,0.027,0.016]	negative
167	The Latest on reactions to a Mississippi law allowing government employees, religious groups and some private businesses to cite their own religious beliefs to deny services to lesbian, gay, bisexual or transgender people (all times local):	[[0.17,0.582,0.228,0.013,0.007]]	[0.17,0.582,0.228,0.013,0.007]	negative
168	Hillary Clinton's presidential campaign was endorsed Tuesday by the nation's largest lesbian, gay, bisexual and transgender civil rights organization.	[[0.17,0.652,0.159,0.012,0.008]]	[0.17,0.652,0.159,0.012,0.008]	negative
169	A new study by Glaad finds only four significant lesbian, gay, bisexual and transgender characters in 43 action, science fiction and fantasy films.	[[0.128,0.534,0.244,0.073,0.021]]	[0.128,0.534,0.244,0.073,0.021]	negative
170	U.S. Attorney General Loretta Lynch has praised New York City students for standing up for issues affecting lesbian, gay, bisexual and transgender people.	[[0.24,0.579,0.15,0.017,0.014]]	[0.24,0.579,0.15,0.017,0.014]	negative
171	More than a dozen Democratic lawmakers are calling for repeal of an incoming Mississippi law that will let workers cite religious beliefs to deny services to gay, lesbian, bisexual and transgender people.	[[0.319,0.533,0.114,0.017,0.019]]	[0.319,0.533,0.114,0.017,0.019]	negative
172	Ms. Meyer works with national programs for gay, lesbian, bisexual and transgender elders, and Ms. Nolan is a forensic accountant.	[[0.299,0.522,0.117,0.028,0.034]]	[0.299,0.522,0.117,0.028,0.034]	negative
173	Gay, lesbian, bisexual and transgender teenagers talk about their lives in this weeklong series.	[[0.088,0.596,0.267,0.038,0.011]]	[0.088,0.596,0.267,0.038,0.011]	negative
174	Following is the first set of responses from Kai Wright, the author of "Drifting Toward Love: Black, Brown, Gay and Coming of Age on the Streets of New York" (Beacon Press, January 2008), who is responding to readers' questions about gay youth in New York City; the challenges they face; and the future lesbian, gay, bisexual and transgender community they are creating.	[[0.387,0.468,0.124,0.01,0.011]]	[0.387,0.468,0.124,0.01,0.011]	negative
175	Television has increased its depiction of gay, lesbian and bisexual characters, with the edge going to cable and the Internet over broadcast networks, according to a study released Wednesday by the advocacy group GLAAD.	[[0.324,0.536,0.111,0.014,0.016]]	[0.324,0.536,0.111,0.014,0.016]	negative
176	Chiefly, he says the ideal diet is "bisexual," mixing foods that he categorizes as straight or gay.	[[0.135,0.592,0.236,0.024,0.012]]	[0.135,0.592,0.236,0.024,0.012]	negative
177	The space, which will offer programs and hot lunches, is part of a $1.5 million expansion of services for older lesbian, gay, bisexual and transgender people.	[[0.178,0.594,0.175,0.034,0.02]]	[0.178,0.594,0.175,0.034,0.02]	negative
178	Dozens of leading civil rights activists gathered earlier this summer at Congregation Beit Simchat Torah in New York, the largest lesbian, gay, bisexual and transgender synagogue in the United States.	[[0.185,0.666,0.131,0.011,0.008]]	[0.185,0.666,0.131,0.011,0.008]	negative
179	It comes only days after the British government followed up its recently launched charter to tackle homophobia and transphobia in sports by holding a reception for the lesbian, gay, bisexual and transgender community, hosted by Prime Minister David Cameron.	[[0.138,0.515,0.305,0.031,0.01]]	[0.138,0.515,0.305,0.031,0.01]	negative
180	The United Nations says a Bollywood-inspired United Nations music video promoting equal rights for gays, lesbians, transgender people and bisexuals has been watched by more than one million people online and millions more on television since its release on April 30.	[[0.257,0.598,0.128,0.008,0.008]]	[0.257,0.598,0.128,0.008,0.008]	negative
181	Yet four weeks away from its opening in Philadelphia, friction is mounting as lesbian, gay, bisexual and transgender Roman Catholics lobby for a broader role in the event and organizers move to limit them.	[[0.129,0.669,0.175,0.018,0.009]]	[0.129,0.669,0.175,0.018,0.009]	negative
182	This exhibition posits fiber art as the ideal lesbian, gay, bisexual and transgender medium.	[[0.124,0.491,0.233,0.112,0.04]]	[0.124,0.491,0.233,0.112,0.04]	negative
183	An annual report by the Gay and Lesbian Alliance Against Defamation commended the ABC Family cable channel for its representation of gay, lesbian and bisexual characters in its programming and for the racial diversity of those characters.	[[0.402,0.492,0.083,0.008,0.015]]	[0.402,0.492,0.083,0.008,0.015]	negative
184	Federal officials have moved closer to overturning a decades-old ban on blood donations from gay and bisexual men, but activists say the proposed alternative would continue to stigmatize men who have sex with men.	[[0.1,0.538,0.3,0.046,0.016]]	[0.1,0.538,0.3,0.046,0.016]	negative
185	But the partners at Galileo Capital Management may have done just that with the start-up of LGBT Capital, a specialist corporate advisory and investment management unit that will focus exclusively on the lesbian, gay, bisexual and transgender consumer market.	[[0.257,0.613,0.107,0.015,0.009]]	[0.257,0.613,0.107,0.015,0.009]	negative
186	Zanele Muholi has spent her Saturdays photographing two sides of lesbian, gay, bisexual and transgender life in South Africa — joyous same-sex weddings, and the funerals of those murdered in hate.	[[0.134,0.497,0.203,0.116,0.049]]	[0.134,0.497,0.203,0.116,0.049]	negative
187	The White House has opened its first gender-neutral restroom in  what is seen as a symbolic step by President Barack Obama to protect the rights of the lesbian, gay, bisexual and transgender (LGBT) community in the workplace.	[[0.145,0.676,0.132,0.036,0.012]]	[0.145,0.676,0.132,0.036,0.012]	negative
188	The 113th Congress includes six openly gay and bisexual members in the House and a lesbian in the Senate, a significant change from the past.	[[0.156,0.66,0.147,0.023,0.013]]	[0.156,0.66,0.147,0.023,0.013]	negative
189	Pop star Kesha, who says her producer sexually and psychologically abused her, choked up after accepting an award for her stance against harassment of lesbian, gay, bisexual and transgender youth.	[[0.33,0.51,0.109,0.022,0.029]]	[0.33,0.51,0.109,0.022,0.029]	negative
190	Millions of people draped in the rainbow hues of LGBT pride turned out for parades across the United States on Sunday, two weeks after a massacre at a Florida nightclub stirred fear and solidarity among lesbian, gay, bisexual and transgender Americans.	[[0.195,0.602,0.179,0.015,0.01]]	[0.195,0.602,0.179,0.015,0.01]	negative
191	For gay, lesbian, bisexual and transgender people and their supporters, June is a month of pride and celebration.	[[0.049,0.209,0.261,0.432,0.048]]	[0.049,0.209,0.261,0.432,0.048]	positive
192	Progress towards giving lesbian, gay, bisexual and transgender (LGBT) people legal equality has been overshadowed by "brutal" and "grotesque" homophobic and transphobic violence which often goes unreported and unpunished, according to the United Nations.	[[0.312,0.501,0.163,0.013,0.011]]	[0.312,0.501,0.163,0.013,0.011]	negative
193	THE ISSUE: Same-sex marriage is now the law of the land, but there are other battlegrounds related to civil rights and nondiscrimination protections for lesbians, gays, bisexuals and transgender people.	[[0.145,0.578,0.242,0.024,0.01]]	[0.145,0.578,0.242,0.024,0.01]	negative
194	The project was initiated as an effort to better understand this generation of gay, lesbian, bisexual and transgender youths, and to explore its realities and expectations.	[[0.198,0.69,0.074,0.025,0.013]]	[0.198,0.69,0.074,0.025,0.013]	negative
195	A gay bookstore gets a new home in the Lesbian, Gay, Bisexual and Transgender Community Center in Greenwich Village.	[[0.19,0.591,0.178,0.025,0.016]]	[0.19,0.591,0.178,0.025,0.016]	negative
196	Gay, lesbian and bisexual high school students are far more likely than their classmates to be raped or assaulted in a dating situation, according to the first national survey of its kind.	[[0.204,0.613,0.148,0.021,0.014]]	[0.204,0.613,0.148,0.021,0.014]	negative
197	The Human Rights Council, over the objections of Muslim and Arab nations, approved measures to strengthen protections for gay, bisexual and transgender people.	[[0.273,0.608,0.099,0.01,0.011]]	[0.273,0.608,0.099,0.01,0.011]	negative
198	The court said it was denying a false premise that it is shameful to be described as gay, lesbian or bisexual.	[[0.18,0.618,0.157,0.032,0.013]]	[0.18,0.618,0.157,0.032,0.013]	negative
199	Images from films in NewFest 2013, at the Film Society of Lincoln Center, featuring films on gay, lesbian, bisexual and transgender issues.	[[0.093,0.56,0.273,0.056,0.018]]	[0.093,0.56,0.273,0.056,0.018]	negative
200	Jamie Clayton, a student in the Act Out class for gay, lesbian, bisexual and transgender students, talks about her life as a transgender woman.	[[0.234,0.651,0.101,0.007,0.007]]	[0.234,0.651,0.101,0.007,0.007]	negative
201	Tama Robertson is among the brokers who specialize in lesbian, gay, bisexual and transgender clients.	[[0.096,0.511,0.274,0.09,0.028]]	[0.096,0.511,0.274,0.09,0.028]	negative
202	The United States on Monday called on all 193 members of the United Nations to not only condemn the terrorism that resulted in the mass killing of 49 people at a gay nightclub in Florida over the weekend, but also to protect gay, lesbian, bisexual and transgender people from such attacks.	[[0.166,0.608,0.19,0.025,0.011]]	[0.166,0.608,0.19,0.025,0.011]	negative
203	In lieu of flowers donations may be made to SAGE, Services & Advocacy for Gay, Lesbian, Bisexual & Transgender Elders, at sageusa.org/donate.	[[0.127,0.608,0.213,0.039,0.011]]	[0.127,0.608,0.213,0.039,0.011]	negative
204	Mr. Cook said his home state was too slow to guarantee minority rights during the civil rights era and that it was now too slow to ensure the rights of lesbian, gay, bisexual and transgender people.	[[0.227,0.586,0.147,0.027,0.013]]	[0.227,0.586,0.147,0.027,0.013]	negative
205	A bisexual woman confronts persistent stereotypes but still wants to create more visibility.	[[0.069,0.467,0.384,0.066,0.013]]	[0.069,0.467,0.384,0.066,0.013]	negative
206	Spanish police say they have arrested a man for allegedly producing child pornography after a yearlong investigation revealed the suspect posed as a young bisexual girl on social media, contacting minors and tricking them into sending explicit material.	[[0.088,0.571,0.317,0.017,0.007]]	[0.088,0.571,0.317,0.017,0.007]	negative
207	A well-known Argentine activist for the rights of lesbians, gays, bisexual and transgender people (LGBTI) was found dead in her Buenos Aires apartment on Tuesday, the third transgender woman to have died violently in the country over the last month.	[[0.364,0.495,0.117,0.01,0.014]]	[0.364,0.495,0.117,0.01,0.014]	negative
208	Lesbian, gay, bisexual and transgender (LGBT) people in the Philippines face extortion, violence and rape when seeking help from the police and do not trust law enforcement officers to protect them, a rights group said.	[[0.242,0.644,0.101,0.007,0.006]]	[0.242,0.644,0.101,0.007,0.006]	negative
209	The reality star and transgender activist Caitlyn Jenner, who has been denounced for her politics by the gay, lesbian, bisexual and transgender community, visited a high school in Brooklyn with Nicholas Kristof to meet some of her critics.	[[0.642,0.315,0.03,0.002,0.01]]	[0.642,0.315,0.03,0.002,0.01]	very negative
210	Legislation has been proposed in states across the country addressing the rights of lesbian, gay, bisexual and transgender people, including some proposals that critics say would legalize discrimination.	[[0.164,0.553,0.232,0.034,0.017]]	[0.164,0.553,0.232,0.034,0.017]	negative
211	Tooting horns and ringing chimes, hundreds of lesbians, gays, bisexuals and transvestites paraded through Nepal's capital Monday for a colorful celebration of Gaijatra, a Hindu festival to remember the dead that is gleefully overtaken each year by the country's gay community.	[[0.271,0.586,0.122,0.01,0.01]]	[0.271,0.586,0.122,0.01,0.01]	negative
212	Small businesses in North Carolina are already losing valuable business because of the new state law limiting protections for gay, lesbian, bisexual and transgender people.	[[0.389,0.507,0.075,0.011,0.017]]	[0.389,0.507,0.075,0.011,0.017]	negative
213	North Carolina's public university board is dealing with a new round of demonstrations against their new president and a new state law that limits protections for lesbian, gay, bisexual and transgender people.	[[0.042,0.331,0.475,0.134,0.018]]	[0.042,0.331,0.475,0.134,0.018]	neutral
214	Beyonce is supporting efforts to overturn a North Carolina law limiting legal protections to lesbian, gay, bisexual and transgender people.	[[0.127,0.539,0.274,0.043,0.017]]	[0.127,0.539,0.274,0.043,0.017]	negative
215	The United Nations Postal Administration on Thursday released six new postage stamps promoting equality for lesbian, gay, bisexual and transgender people.	[[0.173,0.657,0.145,0.015,0.01]]	[0.173,0.657,0.145,0.015,0.01]	negative
216	Gay, bisexual and transgender inmates filed a federal lawsuit Wednesday against San Bernardino County and its sheriff, alleging they are kept in a segregated unit that doesn't give them equal access to rehabilitation services and work programs that could shorten their incarceration and help them learn job skills.	[[0.319,0.589,0.08,0.005,0.007]]	[0.319,0.589,0.08,0.005,0.007]	negative
217	MSNBC news anchor Thomas Roberts and talk show host Kelly Ripa were among honorees at GLAAD's annual media awards on Saturday, which recognize representations of the lesbian, gay, bisexual and transgender (LGBT) community.	[[0.199,0.628,0.109,0.034,0.029]]	[0.199,0.628,0.109,0.034,0.029]	negative
218	A bisexual man charged with shooting a gay man he taunted on a street was found guilty Wednesday of murder as a hate crime despite his assertions that he couldn't be a bigot because of his own sexual orientation.	[[0.2,0.627,0.151,0.015,0.008]]	[0.2,0.627,0.151,0.015,0.008]	negative
219	The cultural events listed here, many free, are geared primarily toward lesbian, gay, bisexual and transgender audiences but have a wider appeal.	[[0.09,0.64,0.236,0.027,0.007]]	[0.09,0.64,0.236,0.027,0.007]	negative
220	A bisexual man convicted of murder as a hate crime for shooting a gay man he taunted on a New York City street was sentenced Tuesday to 40 years to life in prison, with the judge making a reference to the shooting attack at a gay nightclub in Florida.	[[0.344,0.479,0.153,0.013,0.011]]	[0.344,0.479,0.153,0.013,0.011]	negative
221	Older lesbian, gay and bisexual adults in California are more likely to suffer from chronic physical and mental health problems than their heterosexual counterparts, an analysis finds.	[[0.256,0.587,0.12,0.019,0.018]]	[0.256,0.587,0.12,0.019,0.018]	negative
222	The NBA is moving its 2017 All-Star Game out of Charlotte, North Carolina, given its objections to a state law decried as discriminatory against the lesbian, gay, bisexual and transgender community, the league on Thursday.	[[0.355,0.504,0.112,0.013,0.015]]	[0.355,0.504,0.112,0.013,0.015]	negative
223	An article in some editions on Nov. 6 about Sylvia's Place, a shelter in Manhattan that focuses on homeless young people who are lesbian, gay, bisexual or transgender, misstated the shelter's location in the Metropolitan Community Church building.	[[0.311,0.564,0.067,0.024,0.033]]	[0.311,0.564,0.067,0.024,0.033]	negative
224	A federal judge has blocked a Mississippi law intended to allow people who object on religious grounds to refuse wedding and other services to lesbian, gay, bisexual and transgender people.	[[0.13,0.507,0.229,0.097,0.037]]	[0.13,0.507,0.229,0.097,0.037]	negative
225	There's a lengthy waiting list for a place at Sweden's first retirement home for the lesbian, gay, bisexual and transgender community, its success highlighting a growing demand for accommodation specifically for elderly LGBT people.	[[0.193,0.634,0.118,0.042,0.013]]	[0.193,0.634,0.118,0.042,0.013]	negative
226	Britain is to pardon thousands of gay and bisexual men who were convicted of crimes under sexual offense laws which have now been abolished, following on from the 2013 exoneration of  celebrated World War Two codebreaker Alan Turing.	[[0.149,0.546,0.244,0.042,0.019]]	[0.149,0.546,0.244,0.042,0.019]	negative
227	The infection spread among gay and bisexual men in New York City who met at parties, bars, clubs and through Web sites and hookup apps.	[[0.059,0.439,0.392,0.095,0.015]]	[0.059,0.439,0.392,0.095,0.015]	negative
228	The measure, which was headed to Gov. Andrew M. Cuomo for his signature, was a response to a fatal outbreak among gay and bisexual men in New York City.	[[0.249,0.535,0.162,0.03,0.025]]	[0.249,0.535,0.162,0.03,0.025]	negative
229	Karim Aïnouz’s “Futuro Beach” is the pungently sensual opening-night film of this year’s NewFest: The New York Lesbian, Gay, Bisexual & Transgender Film Festival.	[[0.001,0.002,0.018,0.723,0.256]]	[0.001,0.002,0.018,0.723,0.256]	positive
230	Kansas Governor Sam Brownback, a conservative Republican re-elected in November, on Tuesday rescinded an executive order issued by a Democratic predecessor that offered protections for gay and bisexual state workers.	[[0.333,0.556,0.056,0.022,0.033]]	[0.333,0.556,0.056,0.022,0.033]	negative
231	Shirin hasn't told her Persian family that she is bisexual, and when her brother's parentally-approved betrothal is announced, she goes on a private rebellion of pan-sexual escapades.	[[0.235,0.63,0.106,0.014,0.014]]	[0.235,0.63,0.106,0.014,0.014]	negative
232	U.S. Vice President Joe Biden urged executives in Davos to use their influence to drive change in countries where lesbian, gay, bisexual and transgender people face repression, putting gay rights at the heart of this year's meeting.	[[0.275,0.598,0.112,0.008,0.008]]	[0.275,0.598,0.112,0.008,0.008]	negative
233	For its 24th annual season, NewFest — which celebrates movies with lesbian, gay, bisexual and transgender material — is under the auspices of the Film Society of Lincoln Center.	[[0.118,0.737,0.118,0.02,0.007]]	[0.118,0.737,0.118,0.02,0.007]	negative
234	She worked all of her adult life to bring acceptance to the lesbian, gay, bisexual and transgender communities, especially its youngest members, earning her a devoted following who found in her the hero they sought in their struggle to live their lives true to themselves.	[[0.226,0.607,0.131,0.022,0.014]]	[0.226,0.607,0.131,0.022,0.014]	negative
235	An art installation opening in New York City draws attention to a federal ban on blood donations from gay and bisexual men.	[[0.016,0.038,0.097,0.657,0.191]]	[0.016,0.038,0.097,0.657,0.191]	positive
236	They were members of the lesbian, gay, bisexual and transgendered community who had committed suicide recently or had been killed in hate crimes, not just suicide victims.	[[0.112,0.621,0.236,0.023,0.008]]	[0.112,0.621,0.236,0.023,0.008]	negative
237	San Francisco is reaching out to gays who are homeless, after a survey found nearly 30 percent of the city’s homeless population identified as gay, lesbian, bisexual or transgender.	[[0.158,0.659,0.164,0.013,0.007]]	[0.158,0.659,0.164,0.013,0.007]	negative
238	The W.N.B.A. is launching a marketing campaign that makes it the first professional league to specifically recruit gay, lesbian, bisexual and transgender fans.	[[0.038,0.25,0.461,0.22,0.031]]	[0.038,0.25,0.461,0.22,0.031]	neutral
