id	context	predictions	aggregatedPredictions	category
196	Oregon is on track to be the first state to hire a coordinator to help lesbian, gay, bisexual and transgender veterans upgrade a less-than-honorable discharge received because of their sexual orientation.	[[0.111,0.519,0.282,0.065,0.024]]	[0.111,0.519,0.282,0.065,0.024]	negative
197	At the Manhattan Marriage Bureau, a lesbian couple experiences the new individual commitment ceremony offered to those registering for domestic partnership.	[[0.069,0.672,0.174,0.075,0.01]]	[0.069,0.672,0.174,0.075,0.01]	negative
198	Some recent requests to the G.I. Rights Hotline are from service members worried about remaining in a military that may allow gay men and lesbians to serve openly.	[[0.076,0.55,0.286,0.073,0.016]]	[0.076,0.55,0.286,0.073,0.016]	negative
199	The Supreme Court ruled Monday that Alabama's top court went too far when it tried to upend a lesbian mother's adoption of her partner's children.	[[0.146,0.598,0.171,0.058,0.026]]	[0.146,0.598,0.171,0.058,0.026]	negative
200	Sixty U.S. cities earned perfect scores on a nationwide ranking of protections for LGBTQ (lesbian, gay, bisexual, transgender, queer) people, despite an array of anti-gay efforts by state governments, the Human Rights Campaign said on Monday.	[[0.144,0.641,0.162,0.033,0.02]]	[0.144,0.641,0.162,0.033,0.02]	negative
201	We've written in The New Old Age on occasion about the particular challenges that gay men and lesbians face as they age: the financial inequities that result from federal and state governments declining to recognize same-sex marriages; the fears of discrimination in senior housing and programs; the frequent reliance, when family support is missing, on friends who are aging as well.	[[0.349,0.585,0.051,0.007,0.008]]	[0.349,0.585,0.051,0.007,0.008]	negative
202	President Barack Obama is set to declare the first national monument recognizing the contributions of the U.S. gay, lesbian, bisexual and transgender community, the Washington Post said on Tuesday.	[[0.178,0.618,0.162,0.027,0.016]]	[0.178,0.618,0.162,0.027,0.016]	negative
203	TimesCast Media + Tech: Lesbian, gay, bi-sexual, and transgender characters become increasingly common on television.	[[0.362,0.498,0.062,0.026,0.051]]	[0.362,0.498,0.062,0.026,0.051]	negative
204	David France , who co-wrote and directed the documentary, said, “We’d like it to be an extended story that’s not just about AIDS and what AIDS wrought, but about this tremendous civil rights movement that grew from the ashes of AIDS and the dawn of the lesbian, gay, bisexual and transgender movement.”	[[0.119,0.645,0.21,0.02,0.006]]	[0.119,0.645,0.21,0.02,0.006]	negative
205	7 P.M. (MTV) COMING OUT In recognition of National Coming Out Day -- observed annually on Oct. 11 in the United States -- the network follows Rachael, a 21-year-old lesbian from Sacramento, as she reveals her sexual orientation to her estranged father, and Nevin, 20, a collegiate all-star athlete in Ohio, as he tells his rugby team that he's gay. ''	[[0.288,0.579,0.1,0.016,0.017]]	[0.288,0.579,0.1,0.016,0.017]	negative
206	The Czech Constitutional Court has overturned a law which banned individual gays and lesbians living in a registered partnership from adopting children.	[[0.133,0.608,0.195,0.045,0.019]]	[0.133,0.608,0.195,0.045,0.019]	negative
207	Since 1973, Congregation Beit Simchat Torah has tried to reconcile traditions transmitted across the millenniums with traditions that its members - gay, lesbian, bisexual and transgender Jews - have often had to make up on the fly, battling hostility, indifference and the AIDS epidemic at the same time. ''	[[0.105,0.602,0.284,0.006,0.003]]	[0.105,0.602,0.284,0.006,0.003]	negative
208	New York's iconic Stonewall Inn, where the modern gay rights movement took root, will become the first national monument honoring the history of gays and lesbians in the U.S. under a proposal President Barack Obama is preparing to approve.	[[0.291,0.459,0.162,0.046,0.041]]	[0.291,0.459,0.162,0.046,0.041]	negative
209	The adventures of lesbian space aliens on the planet Earth,	[[0.021,0.198,0.645,0.124,0.011]]	[0.021,0.198,0.645,0.124,0.011]	neutral
210	''You're living in sin,'' declares Eileen Cleary (Kathleen Turner), a devout Roman Catholic mother, to her lesbian daughter, Shannon (Emily Deschanel), in ''The Perfect Family.'' ''	[[0.125,0.616,0.212,0.036,0.011]]	[0.125,0.616,0.212,0.036,0.011]	negative
211	In today's Timescast, reports on terror arrests in Norway, the Lebron James media circus and discrimination against lesbian soccer players in South Africa.	[[0.083,0.686,0.204,0.022,0.005]]	[0.083,0.686,0.204,0.022,0.005]	negative
212	More than 1,000 gay and lesbian couples who married in Utah after the state same-sex marriage ban was overturned could get benefits in 10 days after a favorable ruling from a federal appeals court.	[[0.171,0.589,0.178,0.043,0.019]]	[0.171,0.589,0.178,0.043,0.019]	negative
213	She sent the collection inventory list to dozens of other New York artists engaged by the lesbian feminist movement, asking them to makes drawings in response to items on the list.	[[0.145,0.596,0.234,0.018,0.008]]	[0.145,0.596,0.234,0.018,0.008]	negative
214	Only five countries in the world have given lesbian, gay, bisexual and transgender (LGBT) people equal constitutional rights, global research shows, with most countries failing to protect the community from widespread discrimination and abuses.	[[0.341,0.587,0.059,0.007,0.006]]	[0.341,0.587,0.059,0.007,0.006]	negative
215	A state judge ruled on Tuesday that Arkansas must list both members of same-sex couples as parents on official birth certificates issued across the state, broadening his earlier finding on behalf of three married lesbian couples with children.	[[0.231,0.582,0.16,0.016,0.011]]	[0.231,0.582,0.16,0.016,0.011]	negative
216	The first-ever U.N. independent expert selected to examine violence and discrimination against lesbian, gay, bisexual, and transgender people has vowed to forge ahead with wide-ranging investigations despite formidable opposition to his appointment in a U.N. vote.	[[0.255,0.577,0.13,0.02,0.018]]	[0.255,0.577,0.13,0.02,0.018]	negative
217	Rutgers University has rolled out more specialized housing options and other resources for its gay, lesbian, bisexual and transgender students in the wake of Tyler Clementi’s death.	[[0.171,0.577,0.183,0.045,0.024]]	[0.171,0.577,0.183,0.045,0.024]	negative
218	To understand these changes, several lesbian, gay, bisexual and transgender locals shared their thoughts on what unites, divides and defines the gay community.	[[0.188,0.673,0.125,0.008,0.005]]	[0.188,0.673,0.125,0.008,0.005]	negative
219	Mary Bonauto, of Gay and Lesbian Advocates and Defenders, has only a sideline seat this week, but she spent a decade plotting a careful strategy.	[[0.255,0.573,0.155,0.009,0.008]]	[0.255,0.573,0.155,0.009,0.008]	negative
220	The lesbian romance "Carol" led the field for Film Independent's Spirit Awards with six nominations on Tuesday while the Catholic Church sex abuse tale "Spotlight" and the Netflix war thriller "Beasts of No Nation" picked up five each in the opening of the Hollywood awards season.	[[0.086,0.615,0.284,0.011,0.005]]	[0.086,0.615,0.284,0.011,0.005]	negative
221	The author of a proposed California ballot initiative advocating the murder of gays and lesbians should not be authorized to gather signatures to place it before voters, a judge in the state capital of Sacramento has ruled.	[[0.258,0.567,0.154,0.011,0.01]]	[0.258,0.567,0.154,0.011,0.01]	negative
222	Backers of Vice President Joe Biden are reaching out to donors and activists in the gay and lesbian community to line up financial and political support if Biden, who endorsed same-sex marriage before Hillary Clinton, decides to run for president.	[[0.225,0.589,0.162,0.014,0.01]]	[0.225,0.589,0.162,0.014,0.01]	negative
223	The 25th edition of NewFest, which features films on gay, lesbian, bisexual and transgender issues, appears mostly concerned with primal physical acts between same-sex couples.	[[0.254,0.636,0.07,0.018,0.022]]	[0.254,0.636,0.07,0.018,0.022]	negative
224	Michigan's ban on gay marriage perpetuates discrimination and should be overturned, an attorney representing a lesbian couple argued on Tuesday at the start of the latest in a series of legal challenges to U.S. laws banning same-sex unions.	[[0.354,0.537,0.094,0.005,0.01]]	[0.354,0.537,0.094,0.005,0.01]	negative
225	Noting the lack of state laws governing same-sex divorces, a Maryland appeals court has ruled that a lesbian woman has no right to visitation or custody of a child to whom the woman's former partner gave birth before the couple married.	[[0.215,0.58,0.182,0.014,0.01]]	[0.215,0.58,0.182,0.014,0.01]	negative
226	In a few weeks she will return to the military academy in another historic role: as the first openly gay or lesbian member of its Board of Visitors, which advises the president on all things West Point.	[[0.158,0.694,0.114,0.025,0.008]]	[0.158,0.694,0.114,0.025,0.008]	negative
227	Until recently, ads with lesbian, gay, bisexual and transgender themes were usually limited to media those consumers watched and read.	[[0.14,0.655,0.192,0.008,0.005]]	[0.14,0.655,0.192,0.008,0.005]	negative
228	The North Carolina Attorney General's office said it would not defend a new state law being challenged in federal court by opponents who say it discriminates against lesbian, gay, bisexual and transgender people.	[[0.133,0.621,0.197,0.036,0.013]]	[0.133,0.621,0.197,0.036,0.013]	negative
229	Kristine Haruna Lee&#8217;s lively &#8220;War Lesbian,&#8221; at Dixon Place, is set in a world where Ellen DeGeneres is a demonic demigod.	[[0.433,0.437,0.087,0.015,0.028]]	[0.433,0.437,0.087,0.015,0.028]	negative
230	This charming lesbian drama tells the tale of an undocumented Mexican nanny, Margarita (Nicola Correia Damude, De Grassi: The Next Generation) whose girlfriend Jane (Christine Horne, Tru Love) is reluctant to commit and whose yuppie employers— a ni	[[0.093,0.359,0.301,0.196,0.052]]	[0.093,0.359,0.301,0.196,0.052]	negative
231	Law enforcement agencies in the United States regularly discriminate against and harass lesbian, gay, bisexual and transgender (LGBT) people, according to researchers at the University of California, Los Angeles.	[[0.221,0.625,0.125,0.016,0.012]]	[0.221,0.625,0.125,0.016,0.012]	negative
232	The stars attended a showing for the movie, which tells the true story of a police officer found to have cancer who fought for the right to leave her pension to her lesbian partner.	[[0.016,0.037,0.143,0.651,0.153]]	[0.016,0.037,0.143,0.651,0.153]	positive
233	The move came after several years of bitter debate, signaling the latest shift in a state that was once seen as hostile toward gays and lesbians.	[[0.119,0.574,0.197,0.085,0.025]]	[0.119,0.574,0.197,0.085,0.025]	negative
234	The NBA has decided to hold the 2017 All-Star Game in New Orleans after taking the midseason event out of North Carolina because of a state law that limits anti-discrimination protections for lesbian, gay and transgender people.	[[0.101,0.63,0.212,0.045,0.012]]	[0.101,0.63,0.212,0.045,0.012]	negative
235	Broadway star Jennifer Holliday said on Saturday she was pulling out of a concert celebrating the inauguration of President-elect Donald Trump, citing an online article that cast the performance as a "betrayal" of her gay and lesbian fans.	[[0.233,0.525,0.173,0.043,0.026]]	[0.233,0.525,0.173,0.043,0.026]	negative
236	The state’s General Assembly is expected to rescind the contentious state law cutting legal protections for lesbian, gay, bisexual and transgender people.	[[0.107,0.673,0.195,0.018,0.006]]	[0.107,0.673,0.195,0.018,0.006]	negative
237	Wal-Mart on Tuesday criticized a "conscience protection" measure in the retail giant's home state that opponents say sanctions discrimination against gays and lesbians, while Arkansas Gov. Asa Hutchinson also expressed concerns about the legislation.	[[0.262,0.612,0.086,0.02,0.021]]	[0.262,0.612,0.086,0.02,0.021]	negative
238	The cities of the future must be open spaces that welcome diversity, the Canadian government said, vowing to push for formal recognition of lesbian, gay, bisexual and transgender communities (LGBT) in U.N. urban policies.	[[0.105,0.396,0.192,0.235,0.071]]	[0.105,0.396,0.192,0.235,0.071]	negative
239	14,000: The estimated number of gay and lesbian active service members discharged from 1994 through 2008 under the “don’t ask, don’t tell” policy.	[[0.151,0.638,0.188,0.015,0.007]]	[0.151,0.638,0.188,0.015,0.007]	negative
240	This will be the first time that the lesbian and gay association will be on the board of Unity, and it will participate in the Unity convention in Las Vegas in 2012.	[[0.325,0.528,0.114,0.013,0.019]]	[0.325,0.528,0.114,0.013,0.019]	negative
241	Former North Dakota Gov. Allen Olson said Tuesday he "probably" considered lesbian, gay, bisexual and transgender people when he crafted a nondiscrimination policy for state employees 34 years ago.	[[0.234,0.584,0.148,0.019,0.016]]	[0.234,0.584,0.148,0.019,0.016]	negative
242	Gay, lesbian and transgender characters are increasingly playing a larger role in the fast-evolving world of comic book narratives.	[[0.129,0.478,0.179,0.151,0.063]]	[0.129,0.478,0.179,0.151,0.063]	negative
243	Readers also responded to Karen Hartman's essay about her long legal battle to dissolve her Vermont civil union with another woman so that Ms. Hartman -- who wryly called herself a ''hasbian,'' or former lesbian -- could marry a man.	[[0.156,0.587,0.215,0.028,0.014]]	[0.156,0.587,0.215,0.028,0.014]	negative
244	In Vermont, a lawyer who represents gay, lesbian, transgender or bisexual people affected by domestic violence marries a talent agent.	[[0.112,0.613,0.189,0.068,0.018]]	[0.112,0.613,0.189,0.068,0.018]	negative
245	Lesbian feminist who help change America.	[[0.07,0.374,0.348,0.166,0.042]]	[0.07,0.374,0.348,0.166,0.042]	negative
246	A majority of Americans now say their definition of family includes same-sex couples with children, as well as married gay and lesbian couples.	[[0.023,0.186,0.485,0.284,0.022]]	[0.023,0.186,0.485,0.284,0.022]	neutral
247	But in ''Pariah'' the gaze of desire doesn't emanate from predatory males but A.G.'s, that is aggressive lesbians, who, in a safe space where they enjoy the fellowship of peers, can be true to themselves.	[[0.116,0.487,0.26,0.104,0.034]]	[0.116,0.487,0.26,0.104,0.034]	negative
248	The co-owner of Pulse, the Orlando gay nightclub that became the scene of the worst mass shooting in U.S. history on Sunday, founded the club to honor her brother who died of AIDS and to support the lesbian, gay, bisexual and transgender community.	[[0.645,0.292,0.051,0.002,0.011]]	[0.645,0.292,0.051,0.002,0.011]	very negative
249	The American Civil Liberties Union of Tennessee has filed a lawsuit to protect students' right to free speech after a senior was censored for wearing a shirt to school supporting equality for lesbian and gay people.	[[0.146,0.643,0.164,0.032,0.015]]	[0.146,0.643,0.164,0.032,0.015]	negative
250	A judge gave a Virginia woman at the center of a long-running lesbian custody dispute 30 days to appear in court with her 7-year-old daughter or face possible arrest.	[[0.064,0.511,0.341,0.072,0.012]]	[0.064,0.511,0.341,0.072,0.012]	negative
251	Assimilation is on the rise, but longtime gay and lesbian institutions are struggling.	[[0.095,0.536,0.312,0.043,0.014]]	[0.095,0.536,0.312,0.043,0.014]	negative
252	Two Ivy League universities will soon begin reimbursing some of its gay and lesbian employees for the extra taxes they incur when their partners are covered by their health insurance.Both Columbia and Yale University will begin covering these extra costs on Jan. 1.	[[0.13,0.36,0.282,0.17,0.057]]	[0.13,0.36,0.282,0.17,0.057]	negative
253	The question of whether gay men and lesbians can be excluded from juries on account of their sexual orientation turns out to be surprisingly knotty.	[[0.071,0.536,0.274,0.104,0.015]]	[0.071,0.536,0.274,0.104,0.015]	negative
254	These mainstream releases portray lesbian relationships as romantic, fulfilling and, above all, natural.	[[0.016,0.047,0.166,0.582,0.189]]	[0.016,0.047,0.166,0.582,0.189]	positive
255	LOS ANGELES -- California will become the first state to require public schools to teach gay and lesbian history.	[[0.175,0.514,0.172,0.084,0.055]]	[0.175,0.514,0.172,0.084,0.055]	negative
256	The wife of an Army officer says she was denied membership in a group for military spouses at Fort Bragg because she is a lesbian.	[[0.128,0.653,0.187,0.024,0.008]]	[0.128,0.653,0.187,0.024,0.008]	negative
257	A U.S. appeals court takes up a closely watched gay rights case on Wednesday in which an Indiana college professor who says she lost her job because she is a lesbian is arguing that federal civil rights law should protect gay people from workplace  discrimination.	[[0.101,0.363,0.282,0.209,0.045]]	[0.101,0.363,0.282,0.209,0.045]	negative
258	The Glaad Media Awards, presented by the Gay and Lesbian Alliance Against Defamation, have been broken into separate events; more awards are to be presented on June 2 in San Francisco.	[[0.547,0.399,0.045,0.002,0.007]]	[0.547,0.399,0.045,0.002,0.007]	very negative
259	The Gay & Lesbian Alliance Against Defamation responded on Wednesday afternoon to a column by the Newsweek contributor Ramin Setoodeh that criticized openly gay actors for playing straight roles.	[[0.121,0.651,0.201,0.019,0.008]]	[0.121,0.651,0.201,0.019,0.008]	negative
260	A Family Court judge has ordered the arrest of a woman who has refused to turn over her 7-year-old daughter to her former lesbian partner	[[0.076,0.364,0.319,0.194,0.047]]	[0.076,0.364,0.319,0.194,0.047]	negative
261	Addressing gay and lesbian concerns, the Obama administration Friday moved to expand health insurance access for same-sex couples and close a loophole that threatened to leave some HIV/AIDS patients without coverage.	[[0.153,0.628,0.17,0.034,0.016]]	[0.153,0.628,0.17,0.034,0.016]	negative
262	Prague is now taking their attempts to attract gay and lesbian tourists with a new map of the city.	[[0.092,0.452,0.313,0.11,0.033]]	[0.092,0.452,0.313,0.11,0.033]	negative
263	The couple met in 2000 at a conference of the National Lesbian and Gay Journalists Association.	[[0.067,0.499,0.351,0.071,0.012]]	[0.067,0.499,0.351,0.071,0.012]	negative
264	Campaign officials said annual marches and festivals were their best chance yet to convert enthusiasm among gays and lesbians for President Obama into more than just votes.	[[0.12,0.433,0.207,0.172,0.068]]	[0.12,0.433,0.207,0.172,0.068]	negative
265	Lucky Severson examines how churches should respond to young people who are openly lesbian, gay, bisexual or transgender.	[[0.049,0.317,0.422,0.182,0.03]]	[0.049,0.317,0.422,0.182,0.03]	neutral
266	Though there are a great many things that the cast and producers of "Jersey Shore" should have to say they're sorry for, the Gay & Lesbian Alliance Against Defamation has received an apology from MTV for a recent episode of that series that included what the alliance called "one of the most blatantly transphobic scenes aired anywhere on television in the last few years."	[[0.1,0.653,0.18,0.053,0.014]]	[0.1,0.653,0.18,0.053,0.014]	negative
267	The film, about a lesbian couple and their family from Lisa Cholodenko, received five Independent Spirit Award nominations to go with its two Gotham Independent Film Award nods.	[[0.157,0.465,0.2,0.12,0.057]]	[0.157,0.465,0.2,0.12,0.057]	negative
268	Same-sex marriage advocates said it was likely to become the most prominent suit seeking to overturn the law, known as the Defense of Marriage Act, based on its effect on gay or lesbian immigrants who want to gain legal residence through marriage to American citizens.	[[0.181,0.6,0.165,0.034,0.02]]	[0.181,0.6,0.165,0.034,0.02]	negative
269	David Bowie’s gender-bending performances and cultural fluidity inspired a generation of gay, lesbian and transgender people.	[[0.004,0.008,0.057,0.678,0.254]]	[0.004,0.008,0.057,0.678,0.254]	positive
270	A federal appeals court ruled Tuesday that potential jurors may not be removed from a trial during jury selection solely because of sexual orientation, extending to gays and lesbians a civil right that the U.S. Supreme Court has previously promised only women and racial minorities.	[[0.18,0.46,0.209,0.102,0.048]]	[0.18,0.46,0.209,0.102,0.048]	negative
271	Bill de Blasio boycotted the parade in his first two years as mayor over organizers’ refusal to allow broad participation of gay and lesbian groups.	[[0.062,0.568,0.337,0.028,0.005]]	[0.062,0.568,0.337,0.028,0.005]	negative
272	At a leafy college campus in north Mississippi and an upscale dinner club in New York, groups are protesting a Mississippi law that opponents say could sanction discrimination against gays and lesbians.	[[0.277,0.572,0.133,0.009,0.01]]	[0.277,0.572,0.133,0.009,0.01]	negative
273	A U.S. appeals court signaled on Thursday it may strike down a Utah ban on same-sex marriages in the highest-level case to date to test whether gay and lesbian couples have a right under the U.S. Constitution to marry.	[[0.088,0.317,0.271,0.261,0.063]]	[0.088,0.317,0.271,0.261,0.063]	negative
274	A woman accused of fleeing the country with her daughter during a custody dispute with her former partner has been indicted on new charges along with a Virginia businessman and a Mennonite missionary who prosecutors say helped her after she said she was no longer a lesbian.	[[0.268,0.538,0.16,0.02,0.014]]	[0.268,0.538,0.16,0.02,0.014]	negative
275	Iowa boards overseeing doctors and psychologists considered Friday whether to adopt a policy that would ban state-licensed professionals from counseling gay, lesbian, bisexual or transgender children to change their sexual orientation in a practice known as conversion therapy.	[[0.223,0.599,0.13,0.028,0.021]]	[0.223,0.599,0.13,0.028,0.021]	negative
276	THRILLING as it was to hear a sitting president endorse marriage rights for gay and lesbian Americans, there is one man whose opinion on the subject matters more than President Obama's.	[[0.142,0.562,0.226,0.05,0.02]]	[0.142,0.562,0.226,0.05,0.02]	negative
277	Erin O’Flaherty, the reigning Miss Missouri, is the first openly lesbian contestant to compete in the pageant.	[[0.133,0.682,0.143,0.031,0.012]]	[0.133,0.682,0.143,0.031,0.012]	negative
278	This has not been the best week for the seven out of 19 District of Columbia delegates who are gay or lesbian.	[[0.186,0.638,0.137,0.022,0.016]]	[0.186,0.638,0.137,0.022,0.016]	negative
279	A businessman's cellphone bills showing where he was when he placed calls emerged Tuesday as central to charges he aided a woman who renounced being a lesbian and fled with her daughter during a custody dispute.	[[0.11,0.583,0.241,0.05,0.016]]	[0.11,0.583,0.241,0.05,0.016]	negative
280	The announcement Friday that the National Park Service will begin installing markers at places of importance to the history of lesbian, gay, bisexual and transgender Americans is a step toward including them in the national narrative &#8212; and components of education, supporters said.	[[0.444,0.406,0.122,0.01,0.018]]	[0.444,0.406,0.122,0.01,0.018]	very negative
281	Gay and lesbian couples could face legal chaos if the Supreme Court rules against same-sex marriage in the next few weeks.	[[0.082,0.633,0.252,0.025,0.008]]	[0.082,0.633,0.252,0.025,0.008]	negative
282	The Senate vote to allow open service by gay and lesbian soldiers was one of the most important civil rights votes of our time.	[[0.024,0.092,0.211,0.55,0.123]]	[0.024,0.092,0.211,0.55,0.123]	positive
283	Three Republican senators have joined Democrats in the effort to let gays and lesbians serve openly in the military.	[[0.154,0.62,0.187,0.025,0.014]]	[0.154,0.62,0.187,0.025,0.014]	negative
284	The winners of the awards, which are for "recognizing and honoring media for outstanding images" of the lesbian, gay, bisexual and transgender people, the alliance said in a news release, will be chosen from 116 nominees in 24 English-language categories and 36 nominees in eight Spanish-language categories.	[[0.2,0.556,0.172,0.049,0.023]]	[0.2,0.556,0.172,0.049,0.023]	negative
285	In my town, gays and lesbians can still be fired from their jobs and thrown out of restaurants.	[[0.13,0.692,0.134,0.035,0.009]]	[0.13,0.692,0.134,0.035,0.009]	negative
286	This movie, directed by Mary Agnes Donoghue and starring Katherine Heigl as a closeted lesbian, is about secrets, lies and bigotry.	[[0.147,0.577,0.197,0.054,0.025]]	[0.147,0.577,0.197,0.054,0.025]	negative
287	Mormon leaders told gay and lesbian members Tuesday that attraction to people of the same sex is not a sin or a measure of their faithfulness and may never go away, but reminded them that having sex violates fundamental doctrinal beliefs that will not change.	[[0.17,0.621,0.189,0.012,0.007]]	[0.17,0.621,0.189,0.012,0.007]	negative
288	Advocates hope that teaching about gay, lesbian, bisexual and transgender people in schools would prevent bullying and shatter stereotypes.	[[0.027,0.169,0.622,0.156,0.026]]	[0.027,0.169,0.622,0.156,0.026]	neutral
289	A new type of playbook is fast evolving in the world of sports: An informal, commonsense protocol for how prominent gay and lesbian athletes can come out as gay with maximum acclaim and minimum turmoil.	[[0.05,0.239,0.273,0.374,0.063]]	[0.05,0.239,0.273,0.374,0.063]	positive
290	Rights advocates on Thursday praised a new U.S. government rule barring its foreign aid contractors from discriminating against lesbian, gay, bisexual, transgender and intersex persons, as violence against the community continues globally.	[[0.344,0.529,0.111,0.006,0.009]]	[0.344,0.529,0.111,0.006,0.009]	negative
291	Even though they scored a key victory in federal appellate court, attorneys for three Utah gay and lesbian couples said Thursday they plan to ask the U.S. Supreme Court to take Utah's appeal of a favorable gay marriage ruling.	[[0.082,0.582,0.289,0.039,0.008]]	[0.082,0.582,0.289,0.039,0.008]	negative
292	The Latest on protests over a law curtailing rights for lesbian, gay, transgender and bisexual people (all times local):	[[0.05,0.451,0.465,0.028,0.006]]	[0.05,0.451,0.465,0.028,0.006]	neutral
293	One of the officers involved in a deadly confrontation with an unarmed black man in a San Diego suburb was demoted last year amid allegations that he sexually harassed a lesbian colleague.	[[0.177,0.568,0.22,0.023,0.012]]	[0.177,0.568,0.22,0.023,0.012]	negative
294	Legal arguments before the U.S. Supreme Court about Utah's overturned same-sex marriage ban have focused heavily on whether gay and lesbians can be suitable parents, provoking a debate on family values in the Mormon state.	[[0.099,0.606,0.218,0.058,0.018]]	[0.099,0.606,0.218,0.058,0.018]	negative
295	False appeals to traditional Hindu “Indian culture” are depriving gay and lesbian Indians of their fundamental rights.	[[0.093,0.425,0.252,0.18,0.051]]	[0.093,0.425,0.252,0.18,0.051]	negative
296	Broadway stars including Hamilton's Lin-Manuel Miranda and actress Kristen Bell will record a song to show their support for Orlando's lesbian, gay, bisexual and transgender community, People magazine reported on Wednesday.	[[0.128,0.435,0.243,0.141,0.053]]	[0.128,0.435,0.243,0.141,0.053]	negative
297	No longer able to deny her identity, a lesbian who  planned to die rather than tell her family the truth, wonders how to respond to those who won’t accept her coming out.	[[0.176,0.619,0.111,0.063,0.03]]	[0.176,0.619,0.111,0.063,0.03]	negative
298	A Utah judge who had ordered a baby girl taken away from her lesbian foster parents and placed with a heterosexual couple has retired.	[[0.037,0.184,0.307,0.408,0.064]]	[0.037,0.184,0.307,0.408,0.064]	positive
299	Images from some of the films playing at NewFest, a New York film festival featuring movies with lesbian, gay, bisexual and transgender themes.	[[0.096,0.523,0.276,0.082,0.023]]	[0.096,0.523,0.276,0.082,0.023]	negative
300	Same-sex marriages are now legal in New Mexico's most populous county and the city of Albuquerque, a court ruled on Monday, adding to recent victories for gays and lesbians seeking the right to wed statewide.	[[0.231,0.547,0.155,0.042,0.026]]	[0.231,0.547,0.155,0.042,0.026]	negative
301	After a drawn-out showdown between Houston's popular lesbian mayor and a coalition of conservative pastors, voters in the nation's fourth-largest city will soon decide whether to establish nondiscrimination protections for gay and transgender people.	[[0.409,0.433,0.124,0.013,0.021]]	[0.409,0.433,0.124,0.013,0.021]	negative
302	The Latest on demonstrations over a North Carolina law that limits anti-discrimination protections for lesbian, gay and transgender people (all times local):	[[0.091,0.631,0.263,0.01,0.004]]	[0.091,0.631,0.263,0.01,0.004]	negative
303	A popular online safe-search filter is ending its practice of blocking links to mainstream gay and lesbian advocacy groups for users hoping to avoid obscene sites.	[[0.194,0.537,0.2,0.047,0.022]]	[0.194,0.537,0.2,0.047,0.022]	negative
304	American money and diplomacy have opened opportunities for gay rights in Africa, but they have also made gay men and lesbians more visible and more vulnerable, critics say.	[[0.088,0.624,0.253,0.027,0.008]]	[0.088,0.624,0.253,0.027,0.008]	negative
305	A unique federally funded study offers a detailed look at the lives of gay, lesbian, bisexual and transgender youth in New York City who cope with homelessness and poverty by engaging in what the researchers call "survival sex."	[[0.01,0.026,0.134,0.663,0.168]]	[0.01,0.026,0.134,0.663,0.168]	positive
306	Human Rights Watch on Friday urged Indonesian President Joko "Jokowi" Widodo to protect gay and lesbian rights, a day after his government told instant messaging apps to remove stickers featuring same-sex couples in the latest high-profile attempt to discourage visible homosexuality in the socially conservative country.	[[0.299,0.599,0.088,0.007,0.008]]	[0.299,0.599,0.088,0.007,0.008]	negative
307	President Vladimir V. Putin said visitors to Sochi for the Olympic Games, including gay men and lesbians, could be &#8220;relaxed and calm,&#8221; but he defended a ban on &#8220;homosexual propaganda.	[[0.202,0.607,0.174,0.01,0.007]]	[0.202,0.607,0.174,0.01,0.007]	negative
308	Idaho lawmakers voted to halt a bill that would create protections for gay and lesbian people Thursday, siding with the concerns of religious freedom supporters.	[[0.177,0.617,0.164,0.025,0.016]]	[0.177,0.617,0.164,0.025,0.016]	negative
309	President Barack Obama decried the deadliest mass shooting in American history on Sunday as a terrorist act targeting a place of "solidarity and empowerment" for gays and lesbians.	[[0.241,0.605,0.128,0.013,0.012]]	[0.241,0.605,0.128,0.013,0.012]	negative
310	For her other son, also at Yale, Steven Petrow's ''Complete Gay and Lesbian Manners.''	[[0.045,0.338,0.396,0.195,0.025]]	[0.045,0.338,0.396,0.195,0.025]	neutral
311	World War II intrigue, an audacious heist, misfits of science, an anthology of gay and lesbian comics and superheroes are on the bill in these graphic novels.	[[0.016,0.061,0.175,0.632,0.116]]	[0.016,0.061,0.175,0.632,0.116]	positive
312	Singer and actress Demi Lovato is to be honored by a leading U.S. gay rights advocacy group for speaking out on behalf of gays, lesbians and transgender people in her songs, music videos and media interviews.	[[0.179,0.596,0.142,0.053,0.03]]	[0.179,0.596,0.142,0.053,0.03]	negative
313	Mayor Bill de Blasio told hundreds of participants at a lesbian, gay, bisexual and transgender-friendly St. Patrick's Day parade on Sunday that a society for all is one that embraces and respects everyone.	[[0.013,0.02,0.061,0.502,0.403]]	[0.013,0.02,0.061,0.502,0.403]	positive
314	Robert was also an active member of the New York Lesbian, Gay, Bisexual & Transgender Community Center, an indefatigable world traveler, and for the last seven years, attended every semester of the Columbia University School of Continuing Education, studying history.	[[0.303,0.639,0.042,0.009,0.007]]	[0.303,0.639,0.042,0.009,0.007]	negative
315	Firms are creating units to serve a variety of ethnic groups, races, genders and members of the lesbian, gay, bisexual and transgender communities.	[[0.144,0.535,0.256,0.046,0.019]]	[0.144,0.535,0.256,0.046,0.019]	negative
