id	context	predictions	aggregatedPredictions	category
350	Italy will allow same-sex civil unions and Germany will clear the records of men convicted decades ago under anti-gay laws, but injustices remain.	[[0.028,0.085,0.141,0.59,0.157]]	[0.028,0.085,0.141,0.59,0.157]	positive
351	Former Pope Benedict says in his memoirs that no-one pressured him to resign but alleges that a "gay lobby" in the Vatican had tried to influence decisions, a leading Italian newspaper reported on Friday.	[[0.17,0.64,0.166,0.015,0.009]]	[0.17,0.64,0.166,0.015,0.009]	negative
352	What may be most surprising is how many of those arguing in his defense are prominent gay rights advocates.	[[0.115,0.502,0.235,0.114,0.033]]	[0.115,0.502,0.235,0.114,0.033]	negative
353	The NBA has decided to hold the 2017 All-Star Game in New Orleans after taking the midseason event out of North Carolina because of a state law that limits anti-discrimination protections for lesbian, gay and transgender people.	[[0.101,0.63,0.212,0.045,0.012]]	[0.101,0.63,0.212,0.045,0.012]	negative
354	Both straight and gay adoptive parents are likely to exhibit racial and sex-based biases when applying to adopt a child, a new study finds.	[[0.113,0.521,0.23,0.103,0.034]]	[0.113,0.521,0.23,0.103,0.034]	negative
355	Thirteen Utah gay rights activists briefly arrested six months ago during a sit-in at the State Capitol to demand lawmakers consider an anti-discrimination bill are now facing misdemeanor charges linked to the protest, according to state court records.	[[0.39,0.477,0.105,0.013,0.016]]	[0.39,0.477,0.105,0.013,0.016]	negative
356	The vodka’s new campaign commemorates its efforts to reach American consumers who are gay, efforts which began in 1981 with magazine ads.	[[0.106,0.516,0.252,0.098,0.029]]	[0.106,0.516,0.252,0.098,0.029]	negative
357	An East Tennessee hardware store owner who put up a "No Gays Allowed" sign in response to the Supreme Court decision allowing same-sex marriage says he decided to take a "bold" stand for his beliefs.	[[0.096,0.62,0.244,0.032,0.008]]	[0.096,0.62,0.244,0.032,0.008]	negative
358	The cities of the future must be open spaces that welcome diversity, the Canadian government said, vowing to push for formal recognition of lesbian, gay, bisexual and transgender communities (LGBT) in U.N. urban policies.	[[0.105,0.396,0.192,0.235,0.071]]	[0.105,0.396,0.192,0.235,0.071]	negative
359	Manhattan’s borough president and his fiancée will exchange vows in Connecticut, where their gay friends also can legally marry.	[[0.152,0.682,0.111,0.038,0.016]]	[0.152,0.682,0.111,0.038,0.016]	negative
360	The calm that returned to Morehead, Kentucky - home to the county clerk who had refused to issue marriage licenses to gay couples - could be short-lived when Kim Davis returns to work on Monday, along with crowds of demonstrators and the media.	[[0.258,0.548,0.133,0.036,0.025]]	[0.258,0.548,0.133,0.036,0.025]	negative
361	A large study of gay brothers adds to evidence that genes influence men's chances of being homosexual, but the results aren't strong enough to prove it.	[[0.077,0.443,0.37,0.088,0.02]]	[0.077,0.443,0.37,0.088,0.02]	negative
362	Now that nine states and the District of Columbia permit same-sex marriage, the borders and sharp disparities among states are a more complex issue for gay couples.	[[0.08,0.411,0.313,0.169,0.027]]	[0.08,0.411,0.313,0.169,0.027]	negative
363	Former North Dakota Gov. Allen Olson said Tuesday he "probably" considered lesbian, gay, bisexual and transgender people when he crafted a nondiscrimination policy for state employees 34 years ago.	[[0.234,0.584,0.148,0.019,0.016]]	[0.234,0.584,0.148,0.019,0.016]	negative
364	The area has evolved away from its factory origins with all kinds of residents — artists, middle-class Latinos and a gay community — living happily side by side.	[[0.054,0.168,0.247,0.417,0.114]]	[0.054,0.168,0.247,0.417,0.114]	positive
365	Gay, lesbian and transgender characters are increasingly playing a larger role in the fast-evolving world of comic book narratives.	[[0.129,0.478,0.179,0.151,0.063]]	[0.129,0.478,0.179,0.151,0.063]	negative
366	How gay was the New York gay march in the infancy of the gay rights movement almost 40 years ago?	[[0.025,0.359,0.601,0.012,0.002]]	[0.025,0.359,0.601,0.012,0.002]	neutral
367	A gay couple is advised to take the high road and hope to change the hearts of disapproving family members.	[[0.046,0.173,0.275,0.417,0.09]]	[0.046,0.173,0.275,0.417,0.09]	positive
368	Government health advisers have concerns about lifting the nation's 31-year-old ban on blood donations from gay and bisexual men, despite growing pressure from gay rights advocates, medical experts and blood banks.	[[0.185,0.617,0.163,0.021,0.013]]	[0.185,0.617,0.163,0.021,0.013]	negative
369	A judge in Lexington on Monday ruled in favor of a shop that refused to print gay pride festival T-shirts.	[[0.115,0.576,0.2,0.081,0.028]]	[0.115,0.576,0.2,0.081,0.028]	negative
370	In Vermont, a lawyer who represents gay, lesbian, transgender or bisexual people affected by domestic violence marries a talent agent.	[[0.112,0.613,0.189,0.068,0.018]]	[0.112,0.613,0.189,0.068,0.018]	negative
371	A reader responds to a recent article about how some immigrant communities view gay marriage.	[[0.069,0.331,0.33,0.218,0.053]]	[0.069,0.331,0.33,0.218,0.053]	negative
372	Mr. Evans helped form and lead the movement that coalesced after gay people and their supporters protested a 1969 police raid on the Stonewall Inn, a Greenwich Village gay bar.	[[0.028,0.109,0.468,0.335,0.06]]	[0.028,0.109,0.468,0.335,0.06]	neutral
373	Later, she took the only job offered, with a synagogue formed expressly as a religious refuge for gays.	[[0.089,0.506,0.315,0.068,0.021]]	[0.089,0.506,0.315,0.068,0.021]	negative
374	Arkansas Gov. Asa Hutchinson backed away Wednesday from his promise to sign a controversial religious objections bill, bowing to pressure from critics of the measure, including his own son and some of the state's biggest employers, who say the legislation is anti-gay.	[[0.16,0.349,0.174,0.196,0.122]]	[0.16,0.349,0.174,0.196,0.122]	negative
375	Tens of thousands of people took to the streets of London on Saturday for an annual parade celebrating gay and transgender rights, with many expressing concerns as Britain gears up to part ways with the European Union after Thursday's referendum.	[[0.266,0.588,0.094,0.028,0.025]]	[0.266,0.588,0.094,0.028,0.025]	negative
376	Gay marriage proponents on Friday urged the U.S. Supreme Court to deny a request from Utah officials seeking to block a federal court ruling that allowed same-sex weddings to go ahead in the heavily Mormon state.	[[0.212,0.638,0.129,0.011,0.009]]	[0.212,0.638,0.129,0.011,0.009]	negative
377	A majority of Americans now say their definition of family includes same-sex couples with children, as well as married gay and lesbian couples.	[[0.023,0.186,0.485,0.284,0.022]]	[0.023,0.186,0.485,0.284,0.022]	neutral
378	GENEVA -- The Obama administration announced on Tuesday that the United States would use all the tools of American diplomacy, including the potent enticement of foreign aid, to promote gay rights around the world.	[[0.317,0.582,0.077,0.009,0.014]]	[0.317,0.582,0.077,0.009,0.014]	negative
379	Nationally, gay-rights activists worried that conservative gains in Congress would hamper their bid for federal anti-bias legislation.	[[0.201,0.594,0.179,0.016,0.011]]	[0.201,0.594,0.179,0.016,0.011]	negative
380	Police arrested about 20 people as attackers hurled eggs and paint at gay rights advocates who gathered in Moscow to protest a bill that outlaws “homosexual propaganda.”	[[0.139,0.613,0.226,0.015,0.008]]	[0.139,0.613,0.226,0.015,0.008]	negative
381	The documentary “Call Me Kuchu” chronicles the struggles of the gay rights movement in Uganda, and its prime mover, David Kato, who was bludgeoned to death in January 2011.	[[0.159,0.742,0.084,0.011,0.004]]	[0.159,0.742,0.084,0.011,0.004]	negative
382	For too many gays, the heart is a prison.	[[0.075,0.441,0.263,0.202,0.019]]	[0.075,0.441,0.263,0.202,0.019]	negative
383	I'm not ashamed to admit that I'm a Christian,'' Mr. Perry says in the ad, ''but you don't need to be in the pew every Sunday to know there's something wrong in this country when gays can serve openly in the military but our kids can't openly celebrate Christmas or pray in school.''	[[0.113,0.689,0.169,0.021,0.008]]	[0.113,0.689,0.169,0.021,0.008]	negative
384	The co-owner of Pulse, the Orlando gay nightclub that became the scene of the worst mass shooting in U.S. history on Sunday, founded the club to honor her brother who died of AIDS and to support the lesbian, gay, bisexual and transgender community.	[[0.645,0.292,0.051,0.002,0.011]]	[0.645,0.292,0.051,0.002,0.011]	very negative
385	While gay-rights activists celebrate gains in much of the world, their setbacks have been equally far-flung, and often sweeping in scope.	[[0.103,0.62,0.225,0.041,0.012]]	[0.103,0.62,0.225,0.041,0.012]	negative
386	Mr. Trump said that Hillary Clinton’s policies on immigration would not help gay Americans.	[[0.093,0.583,0.277,0.037,0.01]]	[0.093,0.583,0.277,0.037,0.01]	negative
387	The American Civil Liberties Union of Tennessee has filed a lawsuit to protect students' right to free speech after a senior was censored for wearing a shirt to school supporting equality for lesbian and gay people.	[[0.146,0.643,0.164,0.032,0.015]]	[0.146,0.643,0.164,0.032,0.015]	negative
388	Michael Sam has already made a significant impact on the National Football League, even though his long cherished dream to become the league's first openly gay player may never materialize.	[[0.063,0.398,0.448,0.075,0.016]]	[0.063,0.398,0.448,0.075,0.016]	neutral
389	An early pioneer in the Gay Civil Rights movement, he remained a leader in it up until his death.	[[0.095,0.628,0.225,0.039,0.012]]	[0.095,0.628,0.225,0.039,0.012]	negative
390	Scores of Ugandan homosexuals marched through sprawling botanical gardens in the lakeside town of Entebbe on Saturday, their first pride parade since a Ugandan court invalidated a controversial anti-gay law.	[[0.213,0.611,0.16,0.008,0.008]]	[0.213,0.611,0.16,0.008,0.008]	negative
391	Billie Jean King and Jason Collins share a bond as gay athletes who hope to pave a path for those who follow.	[[0.017,0.055,0.212,0.572,0.144]]	[0.017,0.055,0.212,0.572,0.144]	positive
392	Gay men in Ivory Coast say they've been assaulted and forced to flee their homes after the U.S. Embassy published a photo of them signing a condolence book for victims of this month's killings at a gay nightclub in Orlando, Florida.	[[0.099,0.613,0.239,0.041,0.009]]	[0.099,0.613,0.239,0.041,0.009]	negative
393	In the months leading up to North Carolina's vote this month to ban gay marriage, most of the state's business leaders were conspicuously silent.	[[0.087,0.598,0.265,0.041,0.009]]	[0.087,0.598,0.265,0.041,0.009]	negative
394	But ''We R Who We R'' has a subtext: It is intended as a response to the recent rash of suicides by gay teenagers and young adults, several of whom were close to Ke$ha's age.	[[0.088,0.497,0.356,0.051,0.008]]	[0.088,0.497,0.356,0.051,0.008]	negative
395	The question of whether gay men and lesbians can be excluded from juries on account of their sexual orientation turns out to be surprisingly knotty.	[[0.071,0.536,0.274,0.104,0.015]]	[0.071,0.536,0.274,0.104,0.015]	negative
396	Six same-sex couples sued the state of Florida on Tuesday to overturn its ban on gay marriage, joining dozens of lawsuits in other states that argue such prohibitions violate the U.S. Constitution.	[[0.218,0.657,0.11,0.009,0.007]]	[0.218,0.657,0.11,0.009,0.007]	negative
397	Carl DeMaio’s mayoral candidacy has exposed the challenges that gay Republicans face as they try to balance a desire to further gay rights against an appeal to conservatives who oppose gay marriage.	[[0.218,0.58,0.161,0.025,0.016]]	[0.218,0.58,0.161,0.025,0.016]	negative
398	The Coalition for the Protection of Marriage said two judges on an appeals court panel served on a disproportionate number of cases involving gay rights.	[[0.134,0.657,0.168,0.029,0.012]]	[0.134,0.657,0.168,0.029,0.012]	negative
399	LOS ANGELES -- California will become the first state to require public schools to teach gay and lesbian history.	[[0.175,0.514,0.172,0.084,0.055]]	[0.175,0.514,0.172,0.084,0.055]	negative
400	The Glaad Media Awards, presented by the Gay and Lesbian Alliance Against Defamation, have been broken into separate events; more awards are to be presented on June 2 in San Francisco.	[[0.547,0.399,0.045,0.002,0.007]]	[0.547,0.399,0.045,0.002,0.007]	very negative
401	No, it wasn't just an excuse to avoid getting hitched: Some heterosexual couples who postponed their weddings until gay couples had the right to marry are now making plans to say "I do."	[[0.114,0.383,0.451,0.037,0.016]]	[0.114,0.383,0.451,0.037,0.016]	neutral
402	Houston Texans owner Bob McNair on Friday rescinded a $10,000 donation to conservatives hoping to repeal nondiscrimination protections for gay and transgendered residents in the city, saying the campaign made "unauthorized statements" about his beliefs.	[[0.272,0.584,0.124,0.01,0.011]]	[0.272,0.584,0.124,0.01,0.011]	negative
403	How gay marriages will start to redefine the institution, for everyone.	[[0.063,0.395,0.468,0.06,0.014]]	[0.063,0.395,0.468,0.06,0.014]	neutral
404	Exhilarated by the Supreme Court&#8217;s endorsement of same-sex marriage, gay rights advocates have turned their sights on what they see as the next big battle: antidiscrimination laws.	[[0.178,0.649,0.15,0.013,0.01]]	[0.178,0.649,0.15,0.013,0.01]	negative
405	The Gay & Lesbian Alliance Against Defamation responded on Wednesday afternoon to a column by the Newsweek contributor Ramin Setoodeh that criticized openly gay actors for playing straight roles.	[[0.121,0.651,0.201,0.019,0.008]]	[0.121,0.651,0.201,0.019,0.008]	negative
406	The Gay-Straight Alliance at Xavier High School in Manhattan reflects shifts in public opinion and in the tone of the church.	[[0.1,0.383,0.253,0.196,0.068]]	[0.1,0.383,0.253,0.196,0.068]	negative
407	In a story July 7 about the United Nations recognizing gay marriage for its staff members, The Associated Press, relying on information from the U.N., reported erroneously that the new policy affected only employees of the U.N. Secretariat.	[[0.387,0.408,0.188,0.008,0.009]]	[0.387,0.408,0.188,0.008,0.009]	negative
408	Many questions for potential priests are aimed at deciding whether gay applicants should be denied admission.	[[0.09,0.57,0.256,0.066,0.018]]	[0.09,0.57,0.256,0.066,0.018]	negative
409	Addressing gay and lesbian concerns, the Obama administration Friday moved to expand health insurance access for same-sex couples and close a loophole that threatened to leave some HIV/AIDS patients without coverage.	[[0.153,0.628,0.17,0.034,0.016]]	[0.153,0.628,0.17,0.034,0.016]	negative
410	The Girl Scouts are opening a troop at a gay pride center in Salt Lake City that officials say will welcome transgender youth and children from LGBT families.	[[0.061,0.443,0.383,0.097,0.016]]	[0.061,0.443,0.383,0.097,0.016]	negative
411	Some pillars of the Conservative movement are refusing to attend next month’s Conservative Political Action Conference because a gay group, GOProud, is one of several dozen co-sponsors.	[[0.193,0.634,0.151,0.014,0.008]]	[0.193,0.634,0.151,0.014,0.008]	negative
412	The fact that Outsports.com could still seem so distinctive speaks to the enduring taboo of being a gay athlete.	[[0.059,0.198,0.198,0.417,0.129]]	[0.059,0.198,0.198,0.417,0.129]	positive
413	Campaign officials said annual marches and festivals were their best chance yet to convert enthusiasm among gays and lesbians for President Obama into more than just votes.	[[0.12,0.433,0.207,0.172,0.068]]	[0.12,0.433,0.207,0.172,0.068]	negative
414	United Nations and African human rights experts on Tuesday urged African countries and others around the world to lift bans on lobbying for gay rights after Botswana's High Court ruled that a local group there had a right to be registered.	[[0.157,0.574,0.185,0.059,0.026]]	[0.157,0.574,0.185,0.059,0.026]	negative
415	Same-sex couples in Illinois' Cook County, which includes the city of Chicago, can wed immediately and do not have to wait to tie the knot until a new state law legalizing gay marriage takes effect in June, a federal judge ruled on Friday.	[[0.56,0.357,0.067,0.004,0.012]]	[0.56,0.357,0.067,0.004,0.012]	very negative
416	In an appeal to hard-right conservatives, Gov. Rick Perry of Texas is broadcasting a new campaign ad that seems to contrast Christianity with homosexuality, vows to end what he calls "Obama's war on religion," and highlights Mr. Perry's criticism of overturning the "don't ask, don't tell" policy for gays serving in the military.	[[0.171,0.635,0.152,0.03,0.012]]	[0.171,0.635,0.152,0.03,0.012]	negative
417	Angela Caddell started struggling with her Christianity 14 years ago when she came out as gay.	[[0.028,0.323,0.616,0.028,0.005]]	[0.028,0.323,0.616,0.028,0.005]	neutral
418	Though there are a great many things that the cast and producers of "Jersey Shore" should have to say they're sorry for, the Gay & Lesbian Alliance Against Defamation has received an apology from MTV for a recent episode of that series that included what the alliance called "one of the most blatantly transphobic scenes aired anywhere on television in the last few years."	[[0.1,0.653,0.18,0.053,0.014]]	[0.1,0.653,0.18,0.053,0.014]	negative
419	The time has come for me, a longtime marriage advocate, to accept gay marriage and emphasize the good that it can do.	[[0.022,0.026,0.053,0.518,0.381]]	[0.022,0.026,0.053,0.518,0.381]	positive
420	Same-sex marriage advocates said it was likely to become the most prominent suit seeking to overturn the law, known as the Defense of Marriage Act, based on its effect on gay or lesbian immigrants who want to gain legal residence through marriage to American citizens.	[[0.181,0.6,0.165,0.034,0.02]]	[0.181,0.6,0.165,0.034,0.02]	negative
421	The N.B.A. has fined Kobe Bryant of the Los Angeles Lakers $100,000 for directing an antigay slur at a referee during Tuesday’s victory over the San Antonio Spurs.	[[0.151,0.65,0.164,0.025,0.011]]	[0.151,0.65,0.164,0.025,0.011]	negative
422	A federal appeals court ruled Tuesday that potential jurors may not be removed from a trial during jury selection solely because of sexual orientation, extending to gays and lesbians a civil right that the U.S. Supreme Court has previously promised only women and racial minorities.	[[0.18,0.46,0.209,0.102,0.048]]	[0.18,0.46,0.209,0.102,0.048]	negative
423	Bill de Blasio boycotted the parade in his first two years as mayor over organizers’ refusal to allow broad participation of gay and lesbian groups.	[[0.062,0.568,0.337,0.028,0.005]]	[0.062,0.568,0.337,0.028,0.005]	negative
424	Catholic bishops scrapped their landmark welcome to gays Saturday, showing deep divisions at the end of a two-week meeting sought by Pope Francis to chart a more merciful approach to ministering to Catholic families.	[[0.023,0.087,0.295,0.493,0.101]]	[0.023,0.087,0.295,0.493,0.101]	positive
425	Opponents of gay marriage have proposed two Colorado ballot measures in response to the Supreme Court ruling that same-sex couples have a right to marry nationwide.	[[0.141,0.64,0.172,0.032,0.015]]	[0.141,0.64,0.172,0.032,0.015]	negative
426	The latest on the defiant Kentucky clerk who has refused to issue marriage licenses to gay couples, disobeying a federal judge and serving five days in jail for contempt (all times local):	[[0.119,0.574,0.277,0.024,0.007]]	[0.119,0.574,0.277,0.024,0.007]	negative
427	The lifting of the Boy Scouts of America's ban on gay adult leaders prompted some gay Eagle Scouts to quickly rejoin the movement on Tuesday.	[[0.213,0.598,0.167,0.012,0.009]]	[0.213,0.598,0.167,0.012,0.009]	negative
428	THRILLING as it was to hear a sitting president endorse marriage rights for gay and lesbian Americans, there is one man whose opinion on the subject matters more than President Obama's.	[[0.142,0.562,0.226,0.05,0.02]]	[0.142,0.562,0.226,0.05,0.02]	negative
429	Courts or lawmakers have declared gay marriage legal in six other states, but backers of such measures have never succeeded at the ballot box.	[[0.18,0.53,0.193,0.064,0.034]]	[0.18,0.53,0.193,0.064,0.034]	negative
430	As friends and families mourned victims who were killed at Pulse nightclub, many noticed a marked seismic shift among Latinos’ acceptance of gay culture.	[[0.082,0.37,0.228,0.256,0.064]]	[0.082,0.37,0.228,0.256,0.064]	negative
431	This has not been the best week for the seven out of 19 District of Columbia delegates who are gay or lesbian.	[[0.186,0.638,0.137,0.022,0.016]]	[0.186,0.638,0.137,0.022,0.016]	negative
432	A gay rights organization urges legislation to ban discrimination.	[[0.21,0.588,0.141,0.035,0.025]]	[0.21,0.588,0.141,0.035,0.025]	negative
433	This revival features a scene that can take away the breath of anyone who was touched by an illness that started claiming mainly gay men.	[[0.091,0.29,0.233,0.288,0.098]]	[0.091,0.29,0.233,0.288,0.098]	negative
434	The Supreme Court’s hearing of two cases on gay marriage could result in a split decision that would provide benefits to couples in some states, but permit other states to forbid same-sex marriages.	[[0.14,0.644,0.182,0.024,0.011]]	[0.14,0.644,0.182,0.024,0.011]	negative
435	U.S. Olympic Committee sponsor AT&amp;T has condemned a Russian law restricting gay-rights activity as Sochi prepares to host the Winter Olympics.	[[0.148,0.604,0.194,0.037,0.018]]	[0.148,0.604,0.194,0.037,0.018]	negative
436	A Washington state man who yelled anti-gay slurs and threatened to stab three men in a Seattle neighborhood with a sizable gay community has been sentenced to 30 months in prison, the Justice Department said on Monday.	[[0.273,0.554,0.15,0.01,0.012]]	[0.273,0.554,0.15,0.01,0.012]	negative
437	Most Americans think the government should protect religious liberties over gay rights when the two come into conflict, a new Associated Press-GfK poll finds, though fewer think most businesses should be allowed to turn away gay couples because of religious beliefs.	[[0.101,0.656,0.215,0.022,0.007]]	[0.101,0.656,0.215,0.022,0.007]	negative
438	The winners of the awards, which are for "recognizing and honoring media for outstanding images" of the lesbian, gay, bisexual and transgender people, the alliance said in a news release, will be chosen from 116 nominees in 24 English-language categories and 36 nominees in eight Spanish-language categories.	[[0.2,0.556,0.172,0.049,0.023]]	[0.2,0.556,0.172,0.049,0.023]	negative
439	In my town, gays and lesbians can still be fired from their jobs and thrown out of restaurants.	[[0.13,0.692,0.134,0.035,0.009]]	[0.13,0.692,0.134,0.035,0.009]	negative
440	For years, Chen Tiantian could only read about the gay rights movement in faraway places.	[[0.042,0.516,0.394,0.043,0.005]]	[0.042,0.516,0.394,0.043,0.005]	negative
441	Was the Orlando nightclub gunman part of the local gay dating scene?	[[0.03,0.552,0.403,0.012,0.002]]	[0.03,0.552,0.403,0.012,0.002]	negative
442	The U.S. Supreme Court on Tuesday is set to hears arguments over whether states may ban gay marriage.	[[0.118,0.598,0.214,0.051,0.019]]	[0.118,0.598,0.214,0.051,0.019]	negative
443	Turkish police detained 19 people and fired tear gas in central Istanbul on Sunday to disperse dozens of activists attempting to gather to mark the annual Gay Pride week after authorities banned their march.	[[0.125,0.558,0.217,0.071,0.029]]	[0.125,0.558,0.217,0.071,0.029]	negative
444	Many gay retirement communities around the country, once hailed as havens for the aging Stonewall generation, have either failed to open or fallen on hard times.	[[0.373,0.458,0.153,0.007,0.009]]	[0.373,0.458,0.153,0.007,0.009]	negative
445	America has always been a beacon for those unable to live a life of liberty, and the gay marriage ruling sends a strong signal to other countries.	[[0.16,0.511,0.187,0.089,0.053]]	[0.16,0.511,0.187,0.089,0.053]	negative
446	A raft of proposed laws in socially conservative Oklahoma, criticized for being discriminatory measures aimed at limiting the rights of gay and transgender people, has prompted a pushback from human rights groups seeking to sink the proposals.	[[0.574,0.349,0.058,0.005,0.014]]	[0.574,0.349,0.058,0.005,0.014]	very negative
447	The five gay couples who filed the suit will appeal, their attorney said Wednesday.	[[0.051,0.421,0.28,0.22,0.028]]	[0.051,0.421,0.28,0.22,0.028]	negative
448	Activists say the vice president of a Cameroonian gay rights organization was arrested after his name was included on a list of presumed homosexuals given to police.	[[0.091,0.506,0.33,0.055,0.018]]	[0.091,0.506,0.33,0.055,0.018]	negative
449	A new type of playbook is fast evolving in the world of sports: An informal, commonsense protocol for how prominent gay and lesbian athletes can come out as gay with maximum acclaim and minimum turmoil.	[[0.05,0.239,0.273,0.374,0.063]]	[0.05,0.239,0.273,0.374,0.063]	positive
450	Rights advocates on Thursday praised a new U.S. government rule barring its foreign aid contractors from discriminating against lesbian, gay, bisexual, transgender and intersex persons, as violence against the community continues globally.	[[0.344,0.529,0.111,0.006,0.009]]	[0.344,0.529,0.111,0.006,0.009]	negative
451	Same-sex couples in Cook County, which includes Chicago, can wed immediately and do not have to wait until a state law legalizing gay marriage takes effect in June, a judge ruled Friday.	[[0.417,0.47,0.094,0.007,0.012]]	[0.417,0.47,0.094,0.007,0.012]	negative
452	Republicans in the House of Delegates rejected the nomination of Tracy Thorne-Begland, saying his activism on behalf of gay rights meant he would impose an activist agenda as a judge.	[[0.283,0.586,0.105,0.013,0.013]]	[0.283,0.586,0.105,0.013,0.013]	negative
453	False appeals to traditional Hindu “Indian culture” are depriving gay and lesbian Indians of their fundamental rights.	[[0.093,0.425,0.252,0.18,0.051]]	[0.093,0.425,0.252,0.18,0.051]	negative
454	The Rev. Louie Giglio, who has been chosen to deliver the benediction at President Obama’s second inauguration, is being criticized for an antigay sermon.	[[0.363,0.522,0.091,0.009,0.015]]	[0.363,0.522,0.091,0.009,0.015]	negative
455	After the ruling overturned same-sex marriage bans, gay Americans broke out in joyous celebration, holding rallies, street parties, champagne toasts and instant weddings.	[[0.224,0.581,0.163,0.018,0.013]]	[0.224,0.581,0.163,0.018,0.013]	negative
456	Same-sex couples still unable to wed in Kentucky have seen at least one step toward marital rights in the state after a judge granted a couple married somewhere else a divorce, gay rights advocates said on Tuesday.	[[0.462,0.432,0.092,0.004,0.01]]	[0.462,0.432,0.092,0.004,0.01]	very negative
457	Former U.S. senator and Northern Ireland peace negotiator George Mitchell has agreed to lead New York City's St. Patrick's Day Parade, the world's biggest, signaling progress in a dispute over gay rights.	[[0.06,0.2,0.192,0.417,0.131]]	[0.06,0.2,0.192,0.417,0.131]	positive
458	Members of a metro Atlanta church say their sign outside proclaiming that "Satan made gays &amp; transgender" has been covered in black paint by vandals.	[[0.11,0.602,0.222,0.048,0.018]]	[0.11,0.602,0.222,0.048,0.018]	negative
459	After Uganda passed a law that punished gay sex with long prison sentences, Daisy Nakato got a visit from the police.	[[0.168,0.59,0.167,0.054,0.022]]	[0.168,0.59,0.167,0.054,0.022]	negative
460	Many legal experts and gay-rights groups say the bill allows several specific potential harms to people, while its supporters say it merely protects religious rights.	[[0.065,0.55,0.317,0.056,0.012]]	[0.065,0.55,0.317,0.056,0.012]	negative
461	British musician Elton John on Sunday married his long-term partner David Furnish, converting their civil partnership after laws allowing gay marriage in Britain came into force this year.	[[0.147,0.664,0.155,0.023,0.011]]	[0.147,0.664,0.155,0.023,0.011]	negative
462	Images from some of the films playing at NewFest, a New York film festival featuring movies with lesbian, gay, bisexual and transgender themes.	[[0.096,0.523,0.276,0.082,0.023]]	[0.096,0.523,0.276,0.082,0.023]	negative
463	Gov. Deval Patrick nominated Barbara A. Lenk to the Supreme Judicial Court of Massachusetts, who would be the first openly gay member of the state’s highest court if she is confirmed.	[[0.236,0.592,0.136,0.02,0.016]]	[0.236,0.592,0.136,0.02,0.016]	negative
464	To try a more positive tack: Mr. Wright, perhaps you could address how you see gay experiences as being inflected by race and class, and why you chose to write about the subset of the gay youth population that your title implies?	[[0.076,0.728,0.182,0.01,0.003]]	[0.076,0.728,0.182,0.01,0.003]	negative
465	A federal judge's decision to allow same-sex marriages in Idaho starting Friday has attorneys for the state scrambling to appeal and gay rights advocates planning their next steps.	[[0.162,0.641,0.146,0.035,0.016]]	[0.162,0.641,0.146,0.035,0.016]	negative
466	A popular online safe-search filter is ending its practice of blocking links to mainstream gay and lesbian advocacy groups for users hoping to avoid obscene sites.	[[0.194,0.537,0.2,0.047,0.022]]	[0.194,0.537,0.2,0.047,0.022]	negative
467	A prominent Oregon Democratic fundraiser and gay rights activist has been accused in a grand jury indictment of abusing a 15-year-old boy in a Eugene hotel in 2013.	[[0.25,0.545,0.156,0.027,0.022]]	[0.25,0.545,0.156,0.027,0.022]	negative
468	Wanting to visit a friend overseas who does not tolerate gays, a man wants to know how to tell his gay traveling companion he is not invited.	[[0.164,0.615,0.18,0.025,0.015]]	[0.164,0.615,0.18,0.025,0.015]	negative
469	Former U.S. Defense Secretary Robert Gates said Friday he would not press during his term as Boy Scouts of America president for an end to the group's ban on gay adult leaders for fear of causing permanent damage to the century old organization.	[[0.145,0.486,0.222,0.105,0.041]]	[0.145,0.486,0.222,0.105,0.041]	negative
470	Thousands of people flocked to North Carolina's capital on Monday to show both support and disdain for a law that has thrust the state into the international spotlight over its restrictions on transgender bathroom access and gay rights.	[[0.22,0.634,0.116,0.016,0.013]]	[0.22,0.634,0.116,0.016,0.013]	negative
471	A father who doesn’t think the Boy Scouts’ proposed changes on accepting gays goes far enough asks if he should let his son join a troop.	[[0.098,0.586,0.257,0.046,0.014]]	[0.098,0.586,0.257,0.046,0.014]	negative
472	American money and diplomacy have opened opportunities for gay rights in Africa, but they have also made gay men and lesbians more visible and more vulnerable, critics say.	[[0.088,0.624,0.253,0.027,0.008]]	[0.088,0.624,0.253,0.027,0.008]	negative
473	The United States' first black, openly gay male judge was appointed to the federal bench on Tuesday in a unanimous confirmation decision by the U.S. Senate.	[[0.1,0.622,0.243,0.026,0.009]]	[0.1,0.622,0.243,0.026,0.009]	negative
474	It's one of the great mysteries of the meeting on family life taking place behind closed doors at the Vatican this week: Just where did the authors of a draft report come up with such ground-breaking language that gays had gifts to offer the church and that even homosexual partnerships had merit?	[[0.05,0.192,0.295,0.383,0.08]]	[0.05,0.192,0.295,0.383,0.08]	positive
475	Human Rights Watch on Friday urged Indonesian President Joko "Jokowi" Widodo to protect gay and lesbian rights, a day after his government told instant messaging apps to remove stickers featuring same-sex couples in the latest high-profile attempt to discourage visible homosexuality in the socially conservative country.	[[0.299,0.599,0.088,0.007,0.008]]	[0.299,0.599,0.088,0.007,0.008]	negative
476	Gay couples have complicated financial lives, and preparing tax returns is no exception.	[[0.196,0.652,0.123,0.016,0.013]]	[0.196,0.652,0.123,0.016,0.013]	negative
